word_ipa,subword_ipas,audio_file,vowel_ipas,word
ejmɛn,"ej,mɛn",eymen.wav,"e,ɛ",eymen
ejtaːm,"ej,taːm",eytam.wav,"e,a",eytam
ejtiʃim,"ej,ti,ʃim",eytisim.wav,"e,i,i",eytişim
ejtiʃimsɛl,"ej,ti,ʃim,sɛl",eytisimsel.wav,"e,i,i,ɛ",eytişimsel
ejyp,"e,jyp",eyup.wav,"e,y",eyüp
ejypsuɫtan,"e,jyp,suɫ,tan",eyupsultan.wav,"e,y,u,a",eyüpsultan
ejvaːh,"ej,vaːh",eyvah.wav,"e,a",eyvah
ejvaɫɫah,"ej,vaɫ,ɫah",eyvallah.wav,"e,a,a",eyvallah
ejvan,"ej,van",eyvan.wav,"e,a",eyvan
ejjaːm,"ej,jaːm",eyyam.wav,"e,a",eyyam
ejjamd͡ʒɯ,"ej,jam,d͡ʒɯ",eyyamci.wav,"e,a,ɯ",eyyamcı
ezaː,"e,zaː",eza.wav,"e,a",eza
ezan,"e,zan",ezan.wav,"e,a",ezan
ezaːniː,"e,zaː,niː",ezani.wav,"e,a,i",ezani
ezbɛɾ,"ez,bɛɾ",ezber.wav,"e,ɛ",ezber
ezbeɾe,"ez,be,ɾe",ezbere.wav,"e,e,e",ezbere
ezd͡ʒymle,"ez,d͡ʒym,le",ezcumle.wav,"e,y,e",ezcümle
ezɛl,"e,zɛl",ezel.wav,"e,ɛ",ezel
ezeliː,"e,ze,liː",ezeli.wav,"e,e,i",ezeli
ezhaːn,"ez,haːn",ezhan.wav,"e,a",ezhan
ezhaːɾ,"ez,haːɾ",ezhar.wav,"e,a",ezhar
ezhɛɾ,"ez,hɛɾ",ezher.wav,"e,ɛ",ezher
ezijet,"e,zi,jet",eziyet.wav,"e,i,e",eziyet
ezkazaː,"ez,ka,zaː",ezkaza.wav,"e,a,a",ezkaza
ezɾaː,"ez,ɾaː",ezra.wav,"e,a",ezra
ezvaːk,"ez,vaːk",ezvak.wav,"e,a",ezvak
ezjaːf,"ez,jaːf",ezyaf.wav,"e,a",ezyaf
faɑl,"fa,ɑl",faal.wav,"a,ɑ",faal
faaːlijet,"fa,aː,li,jet",faaliyet.wav,"a,a,i,e",faaliyet
fabɾikatœɾ,"fab,ɾi,ka,tœɾ",fabrikator.wav,"a,i,a,œ",fabrikatör
faːd͡ʒiaː,"faː,d͡ʒi,aː",facia.wav,"a,i,a",facia
faːd͡ʒiɾ,"faː,d͡ʒiɾ",facir.wav,"a,i",facir
faːdɯl,"faː,dɯl",fadil.wav,"a,ɯ",fadıl
faːfuɾ,"faː,fuɾ",fagfur.wav,"a,u",fağfur
faːhiɾ,"faː,hiɾ",fahir.wav,"a,i",fahir
faːhiɾe,"faː,hi,ɾe",fahire.wav,"a,i,e",fahire
faːhiʃ,"faː,hiʃ",fahis.wav,"a,i",fahiş
fahɾenhajt,"fah,ɾen,hajt",fahrenhayt.wav,"a,e,a",fahrenhayt
fahɾiː,"fah,ɾiː",fahri.wav,"a,i",fahri
fahɾije,"fah,ɾi,je",fahriye.wav,"a,i,e",fahriye
fahuːɾ,"fa,huːɾ",fahur.wav,"a,u",fahur
fahuɾaːne,"fa,hu,ɾaː,ne",fahurane.wav,"a,u,a,e",fahurane
faːide,"fa,ːi,de",faide.wav,"a,i,e",faide
faːil,"fa,ːil",fail.wav,"a,i",fail
faːiz,"fa,ːiz",faiz.wav,"a,i",faiz
fak,fak,fak.wav,a,fak
facɑt,"fa,cɑt",fakat.wav,"a,ɑ",fakat
faciːh,"fa,ciːh",fakih.wav,"a,i",fakih
faciːɾaːne,"fa,ciː,ɾaː,ne",fakirane.wav,"a,i,a,e",fakirane
faktœɾ,"fak,tœɾ",faktor.wav,"a,œ",faktör
facyɫte,"fa,cyɫ,te",fakulte.wav,"a,y,e",fakülte
fal,fal,fal.wav,a,fal
faɫaka,"fa,ɫa,ka",falaka.wav,"a,a,a",falaka
faɫan,"fa,ɫan",falan.wav,"a,a",falan
faːlih,"faː,lih",falih.wav,"a,i",falih
faɫnaːmɛ,"faɫ,naː,mɛ",falname.wav,"a,a,ɛ",falname
faɫso,"faɫ,so",falso.wav,"a,o",falso
fanatik,"fa,na,tik",fanatik.wav,"a,a,i",fanatik
fanatizm,"fa,na,tizm",fanatizm.wav,"a,a,i",fanatizm
faːniː,"faː,niː",fani.wav,"a,i",fani
fantastik,"fan,tas,tik",fantastik.wav,"a,a,i",fantastik
fantezi,"fan,te,zi",fantezi.wav,"a,e,i",fantezi
faːnus,"faː,nus",fanus.wav,"a,u",fanus
faɾaːbiː,"fa,ɾaː,biː",farabi.wav,"a,a,i",farabi
faɾaʃ,"fa,ɾaʃ",faras.wav,"a,a",faraş
faɾazaː,"fa,ɾa,zaː",faraza.wav,"a,a,a",faraza
faɾaziː,"fa,ɾa,ziː",farazi.wav,"a,a,i",farazi
faɾaziːje,"fa,ɾa,ziː,je",faraziye.wav,"a,a,i,e",faraziye
faːɾe,"faː,ɾe",fare.wav,"a,e",fare
faɾfaɾa,"faɾ,fa,ɾa",farfara.wav,"a,a,a",farfara
faːɾiː,"faː,ɾiː",farig.wav,"a,i",fariğ
faːɾika,"faː,ɾi,ka",farika.wav,"a,i,a",farika
faɾɯmak,"fa,ɾɯ,mak",farimak.wav,"a,ɯ,a",farımak
faːɾisiː,"faː,ɾi,siː",farisi.wav,"a,i,i",farisi
faːɾisiːje,"faː,ɾi,siː,je",farisiye.wav,"a,i,i,e",farisiye
faɾiːza,"fa,ɾiː,za",fariza.wav,"a,i,a",fariza
faɾk,faɾk,fark.wav,a,fark
faɾmakoloːʒi,"faɾ,ma,ko,loː,ʒi",farmakoloji.wav,"a,a,o,o,i",farmakoloji
faɾmason,"faɾ,ma,son",farmason.wav,"a,a,o",farmason
faɾs,faɾs,fars.wav,a,fars
faːɾuk,"faː,ɾuk",faruk.wav,"a,u",faruk
faɾz,faɾz,farz.wav,a,farz
faɾzɛn,"faɾ,zɛn",farzen.wav,"a,ɛ",farzen
faɾzɯmuhɑːl,"faɾ,zɯ,mu,hɑːl",farzimuhal.wav,"a,ɯ,u,ɑ",farzımuhal
fas,fas,fas.wav,a,fas
fas,fas,fas.wav,a,faş
fasaɾja,"fa,saɾ,ja",fasarya.wav,"a,a,a",fasarya
faːsih,"faː,sih",fasih.wav,"a,i",fasih
fasiːhaːne,"fa,siː,haː,ne",fasihane.wav,"a,i,a,e",fasihane
faːsɯk,"faː,sɯk",fasik.wav,"a,ɯ",fasık
fasicyl,"fa,si,cyl",fasikul.wav,"a,i,y",fasikül
fasɯl,"fa,sɯl",fasil.wav,"a,ɯ",fasıl
faːsɯɫa,"faː,sɯ,ɫa",fasila.wav,"a,ɯ,a",fasıla
faːsɯɫaɫɯ,"faː,sɯ,ɫa,ɫɯ",fasilali.wav,"a,ɯ,a,ɯ",fasılalı
faʃist,"fa,ʃist",fasist.wav,"a,i",faşist
faːsit,"faː,sit",fasit.wav,"a,i",fasit
faʃizan,"fa,ʃi,zan",fasizan.wav,"a,i,a",faşizan
faʃizm,"fa,ʃizm",fasizm.wav,"a,i",faşizm
fasuːɫje,"fa,suːɫ,je",fasulye.wav,"a,u,e",fasulye
fatalite,"fa,ta,li,te",fatalite.wav,"a,a,i,e",fatalite
fataːnet,"fa,taː,net",fatanet.wav,"a,a,e",fatanet
faːtih,"faː,tih",fatih.wav,"a,i",fatih
faːtihaː,"faː,ti,haː",fatiha.wav,"a,i,a",fatiha
faːtihaːne,"faː,ti,haː,ne",fatihane.wav,"a,i,a,e",fatihane
faːtɯmaː,"faː,tɯ,maː",fatima.wav,"a,ɯ,a",fatıma
faːtɯmiːlɛɾ,"faː,tɯ,miː,lɛɾ",fatimiler.wav,"a,ɯ,i,ɛ",fatımiler
fatiːn,"fa,tiːn",fatin.wav,"a,i",fatin
faːtɯɾ,"faː,tɯɾ",fatir.wav,"a,ɯ",fatır
fatsa,"fat,sa",fatsa.wav,"a,a",fatsa
fauːl,"fa,uːl",faul.wav,"a,u",faul
fava,"fa,va",fava.wav,"a,a",fava
favoɾi,"fa,vo,ɾi",favori.wav,"a,o,i",favori
fajans,"fa,jans",fayans.wav,"a,a",fayans
fajɾap,"faj,ɾap",fayrap.wav,"a,a",fayrap
fajsal,"faj,sal",faysal.wav,"a,a",faysal
faːzɯl,"faː,zɯl",fazil.wav,"a,ɯ",fazıl
faziːlet,"fa,ziː,let",fazilet.wav,"a,i,e",fazilet
faziːletcɑːɾ,"fa,ziː,let,cɑːɾ",faziletkar.wav,"a,i,e,ɑ",faziletkâr
fazɫa,"faz,ɫa",fazla.wav,"a,a",fazla
fed͡ʒɑaːt,"fe,d͡ʒɑ,aːt",fecaat.wav,"e,ɑ,a",fecaat
fed͡ʒiː,"fe,d͡ʒiː",feci.wav,"e,i",feci
fed͡ʒiɾ,"fe,d͡ʒiɾ",fecir.wav,"e,i",fecir
fed͡ʒɾiaːtiː,"fed͡ʒ,ɾi,aː,tiː",fecriati.wav,"e,i,a,i",fecriati
fed͡ʒɾicaːːzip,"fed͡ʒ,ɾi,caːː,zip",fecrikazip.wav,"e,i,a,i",fecrikâzip
fed͡ʒɾisaːdɯk,"fed͡ʒ,ɾi,saː,dɯk",fecrisadik.wav,"e,i,a,ɯ",fecrisadık
fedaː,"fe,daː",feda.wav,"e,a",feda
fedaːi,"fe,da,ːi",fedai.wav,"e,a,i",fedai
fedaːcɑːɾ,"fe,daː,cɑːɾ",fedakar.wav,"e,a,ɑ",fedakâr
fedaːcɑɾaːne,"fe,daː,cɑ,ɾaː,ne",fedakarane.wav,"e,a,ɑ,a,e",fedakârane
fedɛɾɑl,"fe,dɛ,ɾɑl",federal.wav,"e,ɛ,ɑ",federal
fehaːmet,"fe,haː,met",fehamet.wav,"e,a,e",fehamet
fehim,"fe,him",fehim.wav,"e,i",fehim
fehmi,"feh,mi",fehmi.wav,"e,i",fehmi
fehvaː,"feh,vaː",fehva.wav,"e,a",fehva
fehvaːsɯnd͡ʒa,"feh,vaː,sɯn,d͡ʒa",fehvasinca.wav,"e,a,ɯ,a",fehvasınca
felɑːh,"fe,lɑːh",felah.wav,"e,ɑ",felah
felɑːhije,"fe,lɑː,hi,je",felahiye.wav,"e,ɑ,i,e",felahiye
felɑːcet,"fe,lɑː,cet",felaket.wav,"e,ɑ,e",felaket
felɑːcetzede,"fe,lɑː,cet,ze,de",felaketzede.wav,"e,ɑ,e,e,e",felaketzede
felek,"fe,lek",felek.wav,"e,e",felek
felemenk,"fe,le,menk",felemenk.wav,"e,e,e",felemenk
felemenkt͡ʃe,"fe,le,menk,t͡ʃe",felemenkce.wav,"e,e,e,e",felemenkçe
feɫlɑh,"feɫ,lɑh",fellah.wav,"e,ɑ",fellah
fɛɫsefe,"fɛɫ,se,fe",felsefe.wav,"ɛ,e,e",felsefe
fɛɫsefiː,"fɛɫ,se,fiː",felsefi.wav,"ɛ,e,i",felsefi
fɛɫsefijaːt,"fɛɫ,se,fi,jaːt",felsefiyat.wav,"ɛ,e,i,a",felsefiyat
fɛm,fɛm,fem.wav,ɛ,fem
feminɛn,"fe,mi,nɛn",feminen.wav,"e,i,ɛ",feminen
feminist,"fe,mi,nist",feminist.wav,"e,i,i",feminist
feminizm,"fe,mi,nizm",feminizm.wav,"e,i,i",feminizm
fɛn,fɛn,fen.wav,ɛ,fen
fenaː,"fe,naː",fena.wav,"e,a",fena
fenaːfiɫlɑːh,"fe,naː,fiɫ,lɑːh",fenafillah.wav,"e,a,i,ɑ",fenafillah
fɛnd,fɛnd,fend.wav,ɛ,fend
fenɛɾ,"fe,nɛɾ",fener.wav,"e,ɛ",fener
fenɛɾbaht͡ʃe,"fe,nɛɾ,bah,t͡ʃe",fenerbahce.wav,"e,ɛ,a,e",fenerbahçe
fɛnniː,"fɛn,niː",fenni.wav,"ɛ,i",fennî
fenomɛn,"fe,no,mɛn",fenomen.wav,"e,o,ɛ",fenomen
feodalite,"fe,o,da,li,te",feodalite.wav,"e,o,a,i,e",feodalite
fɛɾ,fɛɾ,fer.wav,ɛ,fer
feɾaːd͡ʒe,"fe,ɾaː,d͡ʒe",ferace.wav,"e,a,e",ferace
feɾaːdis,"fe,ɾaː,dis",feradis.wav,"e,a,i",feradis
feɾaː,"fe,ɾaː",ferag.wav,"e,a",ferağ
feɾaːɡɑt,"fe,ɾaː,ɡɑt",feragat.wav,"e,a,ɑ",feragat
feɾaːh,"fe,ɾaːh",ferah.wav,"e,a",ferah
feɾaːhiː,"fe,ɾaː,hiː",ferahi.wav,"e,a,i",ferahi
feɾahnaːk,"fe,ɾah,naːk",ferahnak.wav,"e,a,a",ferahnak
feɾahnymaː,"fe,ɾah,ny,maː",ferahnuma.wav,"e,a,y,a",ferahnüma
feɾaːset,"fe,ɾaː,set",feraset.wav,"e,a,e",feraset
feɾaːsetli,"fe,ɾaː,set,li",ferasetli.wav,"e,a,e,i",ferasetli
fɛɾt͡ʃ,fɛɾt͡ʃ,ferc.wav,ɛ,ferç
fɛɾdaː,"fɛɾ,daː",ferda.wav,"ɛ,a",ferda
fɛɾdaːne,"fɛɾ,daː,ne",ferdane.wav,"ɛ,a,e",ferdane
fɛɾdi,"fɛɾ,di",ferdi.wav,"ɛ,i",ferdi
fɛɾdijet,"fɛɾ,di,jet",ferdiyet.wav,"ɛ,i,e",ferdiyet
fɛɾdijett͡ʃi,"fɛɾ,di,jet,t͡ʃi",ferdiyetci.wav,"ɛ,i,e,i",ferdiyetçi
fɛɾhan,"fɛɾ,han",ferhan.wav,"ɛ,a",ferhan
fɛɾhat,"fɛɾ,hat",ferhat.wav,"ɛ,a",ferhat
fɛɾhunde,"fɛɾ,hun,de",ferhunde.wav,"ɛ,u,e",ferhunde
feɾibot,"fe,ɾi,bot",feribot.wav,"e,i,o",feribot
feɾide,"fe,ɾi,de",feride.wav,"e,i,e",feride
feɾiduːn,"fe,ɾi,duːn",feridun.wav,"e,i,u",feridun
fɛɾik,"fɛ,ɾik",ferik.wav,"ɛ,i",ferik
feɾiʃtah,"fe,ɾiʃ,tah",feristah.wav,"e,i,a",feriştah
feɾiʃte,"fe,ɾiʃ,te",feriste.wav,"e,i,e",ferişte
feɾit,"fe,ɾit",ferit.wav,"e,i",ferit
feɾizli,"fe,ɾiz,li",ferizli.wav,"e,i,i",ferizli
fɛɾman,"fɛɾ,man",ferman.wav,"ɛ,a",ferman
fɛɾmantasjon,"fɛɾ,man,tas,jon",fermantasyon.wav,"ɛ,a,a,o",fermantasyon
fɛɾmɛnd,"fɛɾ,mɛnd",fermend.wav,"ɛ,ɛ",fermend
fɛɾmɛnt,"fɛɾ,mɛnt",ferment.wav,"ɛ,ɛ",ferment
fɛɾɾuːh,"fɛɾ,ɾuːh",ferruh.wav,"ɛ,u",ferruh
fɛɾsah,"fɛɾ,sah",fersah.wav,"ɛ,a",fersah
fɛɾsiz,"fɛɾ,siz",fersiz.wav,"ɛ,i",fersiz
fɛɾsuːde,"fɛɾ,suː,de",fersude.wav,"ɛ,u,e",fersude
fɛɾt,fɛɾt,fert.wav,ɛ,fert
fɛɾjat,"fɛɾ,jat",feryat.wav,"ɛ,a",feryat
fɛɾzaːn,"fɛɾ,zaːn",ferzan.wav,"ɛ,a",ferzan
fɛɾzaːne,"fɛɾ,zaː,ne",ferzane.wav,"ɛ,a,e",ferzane
fes,fes,fes.wav,e,fes
fesaːhɑt,"fe,saː,hɑt",fesahat.wav,"e,a,ɑ",fesahat
fesat,"fe,sat",fesat.wav,"e,a",fesat
fesatt͡ʃɯ,"fe,sat,t͡ʃɯ",fesatci.wav,"e,a,ɯ",fesatçı
fɛshetmek,"fɛs,het,mek",feshetmek.wav,"ɛ,e,e",feshetmek
fesih,"fe,sih",fesih.wav,"e,i",fesih
fethetmek,"fet,het,mek",fethetmek.wav,"e,e,e",fethetmek
fethi,"fet,hi",fethi.wav,"e,i",fethi
fɛthije,"fɛt,hi,je",fethiye.wav,"ɛ,i,e",fethiye
fetih,"fe,tih",fetih.wav,"e,i",fetih
fetihnaːme,"fe,tih,naː,me",fetihname.wav,"e,i,a,e",fetihname
fetiʃ,"fe,tiʃ",fetis.wav,"e,i",fetiş
fetiʃist,"fe,ti,ʃist",fetisist.wav,"e,i,i",fetişist
fetiʃizm,"fe,ti,ʃizm",fetisizm.wav,"e,i,i",fetişizm
fetɾet,"fet,ɾet",fetret.wav,"e,e",fetret
fettah,"fet,tah",fettah.wav,"e,a",fettah
fettan,"fet,tan",fettan.wav,"e,a",fettan
fettaːne,"fet,taː,ne",fettane.wav,"e,a,e",fettane
fetys,"fe,tys",fetus.wav,"e,y",fetüs
fetvaː,"fet,vaː",fetva.wav,"e,a",fetva
fetvaːhaːne,"fet,vaː,haː,ne",fetvahane.wav,"e,a,a,e",fetvahane
fevt͡ʃ,fevt͡ʃ,fevc.wav,e,fevç
feveɾaːn,"fe,ve,ɾaːn",feveran.wav,"e,e,a",feveran
fevk,fevk,fevk.wav,e,fevk
fevkalɑːde,"fev,ka,lɑː,de",fevkalade.wav,"e,a,ɑ,e",fevkalade
fevcɑɫbeʃɛɾ,"fev,cɑɫ,be,ʃɛɾ",fevkalbeser.wav,"e,ɑ,e,ɛ",fevkalbeşer
fevɾiː,"fev,ɾiː",fevri.wav,"e,i",fevri
fevt,fevt,fevt.wav,e,fevt
fevzi,"fev,zi",fevzi.wav,"e,i",fevzi
fevzije,"fev,zi,je",fevziye.wav,"e,i,e",fevziye
fejiz,"fe,jiz",feyiz.wav,"e,i",feyiz
fejizlɛnmek,"fe,jiz,lɛn,mek",feyizlenmek.wav,"e,i,ɛ,e",feyizlenmek
fejizli,"fe,jiz,li",feyizli.wav,"e,i,i",feyizli
fejlesof,"fej,le,sof",feylesof.wav,"e,e,o",feylesof
fejjaːz,"fej,jaːz",feyyaz.wav,"e,a",feyyaz
fejzaɫmak,"fej,zaɫ,mak",feyzalmak.wav,"e,a,a",feyzalmak
fezaː,"fe,zaː",feza.wav,"e,a",feza
fezlece,"fez,le,ce",fezleke.wav,"e,e,e",fezleke
fiː,fiː,fi.wav,i,fi
fide,"fi,de",fide.wav,"i,e",fide
fidje,"fid,je",fidye.wav,"i,e",fidye
fiɡaːn,"fi,ɡaːn",figan.wav,"i,a",figan
fiɡɛn,"fi,ɡɛn",figen.wav,"i,ɛ",figen
fiɡyɾan,"fi,ɡy,ɾan",figuran.wav,"i,y,a",figüran
fiɡyɾatif,"fi,ɡy,ɾa,tif",figuratif.wav,"i,y,a,i",figüratif
fihɾist,"fih,ɾist",fihrist.wav,"i,i",fihrist
fiil,"fi,il",fiil.wav,"i,i",fiil
fiiːlɛn,"fi,iː,lɛn",fiilen.wav,"i,i,ɛ",fiilen
fiiliː,"fi,i,liː",fiili.wav,"i,i,i",fiili
fiilimsi,"fi,i,lim,si",fiilimsi.wav,"i,i,i,i",fiilimsi
fiilijaːt,"fi,i,li,jaːt",fiiliyat.wav,"i,i,i,a",fiiliyat
fɯkaɾaː,"fɯ,ka,ɾaː",fikara.wav,"ɯ,a,a",fıkara
fɯkdaːn,"fɯk,daːn",fikdan.wav,"ɯ,a",fıkdan
fɯkɯh,"fɯ,kɯh",fikih.wav,"ɯ,ɯ",fıkıh
ficiɾ,"fi,ciɾ",fikir.wav,"i,i",fikir
fɯkɾa,"fɯk,ɾa",fikra.wav,"ɯ,a",fıkra
fikɾɛn,"fik,ɾɛn",fikren.wav,"i,ɛ",fikren
fikɾet,"fik,ɾet",fikret.wav,"i,e",fikret
fikɾi,"fik,ɾi",fikri.wav,"i,i",fikri
fikɾisaːbit,"fik,ɾi,saː,bit",fikrisabit.wav,"i,i,a,i",fikrisabit
fikɾijaːt,"fik,ɾi,jaːt",fikriyat.wav,"i,i,a",fikriyat
fikɾije,"fik,ɾi,je",fikriye.wav,"i,i,e",fikriye
fikstyɾ,"fiks,tyɾ",fikstur.wav,"i,y",fikstür
fiktif,"fik,tif",fiktif.wav,"i,i",fiktif
fil,fil,fil.wav,i,fil
filɑɾmoni,"fi,lɑɾ,mo,ni",filarmoni.wav,"i,ɑ,o,i",filarmoni
fiɫd͡ʒymle,"fiɫ,d͡ʒym,le",filcumle.wav,"i,y,e",filcümle
fiɫdiʃi,"fiɫ,di,ʃi",fildisi.wav,"i,i,i",fildişi
fileto,"fi,le,to",fileto.wav,"i,e,o",fileto
fiɫhaciːka,"fiɫ,ha,ciː,ka",filhakika.wav,"i,a,i,a",filhakika
fiɫhɑːl,"fiɫ,hɑːl",filhal.wav,"i,ɑ",filhal
filika,"fi,li,ka",filika.wav,"i,i,a",filika
filinta,"fi,lin,ta",filinta.wav,"i,i,a",filinta
filiz,"fi,liz",filiz.wav,"i,i",filiz
filiːziː,"fi,liː,ziː",filizi.wav,"i,i,i",filizî
fiɫm,fiɫm,film.wav,i,film
filoːloːʒi,"fi,loː,loː,ʒi",filoloji.wav,"i,o,o,i",filoloji
filoːzof,"fi,loː,zof",filozof.wav,"i,o,o",filozof
fiɫtɾe,"fiɫt,ɾe",filtre.wav,"i,e",filtre
fiɫvaːciː,"fiɫ,vaː,ciː",filvaki.wav,"i,a,i",filvaki
finansman,"fi,nans,man",finansman.wav,"i,a,a",finansman
fisœɾ,"fi,sœɾ",finansor.wav,"i,œ",finansör
fiɾaːk,"fi,ɾaːk",firak.wav,"i,a",firak
fiɾaːɾ,"fi,ɾaːɾ",firar.wav,"i,a",firar
fiɾaːɾiː,"fi,ɾaː,ɾiː",firari.wav,"i,a,i",firari
fiɾavun,"fi,ɾa,vun",firavun.wav,"i,a,u",firavun
fiɾaːz,"fi,ɾaːz",firaz.wav,"i,a",firaz
fiɾdevs,"fiɾ,devs",firdevs.wav,"i,e",firdevs
fiɾdevsiː,"fiɾ,dev,siː",firdevsi.wav,"i,e,i",firdevsî
fɯɾdœndy,"fɯɾ,dœn,dy",firdondu.wav,"ɯ,œ,y",fırdöndü
fɯɾka,"fɯɾ,ka",firka.wav,"ɯ,a",fırka
fiɾcɑt,"fiɾ,cɑt",firkat.wav,"i,ɑ",firkat
fɯɾkata,"fɯɾ,ka,ta",firkata.wav,"ɯ,a,a",fırkata
fɯɾkatejn,"fɯɾ,ka,tejn",firkateyn.wav,"ɯ,a,e",fırkateyn
fɯɾsat,"fɯɾ,sat",firsat.wav,"ɯ,a",fırsat
fiːɾuz,"fiː,ɾuz",firuz.wav,"i,u",firuz
fiɾuːze,"fi,ɾuː,ze",firuze.wav,"i,u,e",firuze
fiːsebiːliɫlɑh,"fiː,se,biː,liɫ,lɑh",fisebilillah.wav,"i,e,i,i,ɑ",fisebilillah
fɯsk,fɯsk,fisk.wav,ɯ,fısk
fɯʃkɯ,"fɯʃ,kɯ",fiski.wav,"ɯ,ɯ",fışkı
fɯʃkɯn,"fɯʃ,kɯn",fiskin.wav,"ɯ,ɯ",fışkın
fɯscije,"fɯs,ci,je",fiskiye.wav,"ɯ,i,e",fıskiye
fɯstɯciː,"fɯs,tɯ,ciː",fistiki.wav,"ɯ,ɯ,i",fıstıki
fitil,"fi,til",fitil.wav,"i,i",fitil
fitne,"fit,ne",fitne.wav,"i,e",fitne
fɯtɾat,"fɯt,ɾat",fitrat.wav,"ɯ,a",fıtrat
fɯtɾaten,"fɯt,ɾa,ten",fitraten.wav,"ɯ,a,e",fıtraten
fɯtɾiː,"fɯt,ɾiː",fitri.wav,"ɯ,i",fıtri
fijat,"fi,jat",fiyat.wav,"i,a",fiyat
fijonk,"fi,jonk",fiyonk.wav,"i,o",fiyonk
fizibilite,"fi,zi,bi,li,te",fizibilite.wav,"i,i,i,i,e",fizibilite
fiziciː,"fi,zi,ciː",fiziki.wav,"i,i,i",fiziki
fizjoteɾapi,"fiz,jo,te,ɾa,pi",fizyoterapi.wav,"i,o,e,a,i",fizyoterapi
flɑma,"flɑ,ma",flama.wav,"ɑ,a",flama
flɑman,"flɑ,man",flaman.wav,"ɑ,a",flaman
flɑʃœɾ,"flɑ,ʃœɾ",flasor.wav,"ɑ,œ",flaşör
flœɾt,flœɾt,flort.wav,œ,flört
fot͡ʃa,"fo,t͡ʃa",foca.wav,"o,a",foça
foɫkɫoɾ,"foɫk,ɫoɾ",folklor.wav,"o,o",folklor
fonksijonel,"fonk,si,jo,nel",fonksiyonel.wav,"o,i,o,e",fonksiyonel
foɾmalite,"foɾ,ma,li,te",formalite.wav,"o,a,i,e",formalite
foɾmasjon,"foɾ,mas,jon",formasyon.wav,"o,a,o",formasyon
foɾvet,"foɾ,vet",forvet.wav,"o,e",forvet
fosil,"fo,sil",fosil.wav,"o,i",fosil
fotoːɾaf,"fo,toː,ɾaf",fotograf.wav,"o,o,a",fotoğraf
fotoʒenik,"fo,to,ʒe,nik",fotojenik.wav,"o,o,e,i",fotojenik
fɾekans,"fɾe,kans",frekans.wav,"e,a",frekans
fɾenɡi,"fɾen,ɡi",frengi.wav,"e,i",frengi
fɾenk,fɾenk,frenk.wav,e,frenk
fuaɾ,"fu,aɾ",fuar.wav,"u,a",fuar
fuat,"fu,at",fuat.wav,"u,a",fuat
fuaje,"fu,a,je",fuaye.wav,"u,a,e",fuaye
fyd͡ʒd͡ʒetɛn,"fyd͡ʒ,d͡ʒe,tɛn",fucceten.wav,"y,e,ɛ",fücceten
fyd͡ʒuɾ,"fy,d͡ʒuɾ",fucur.wav,"y,u",fücur
fyɡ,fyɡ,fug.wav,y,füg
fuhʃijaːt,"fuh,ʃi,jaːt",fuhsiyat.wav,"u,i,a",fuhşiyat
fuhuʃ,"fu,huʃ",fuhus.wav,"u,u",fuhuş
fuhuʃhaːne,"fu,huʃ,haː,ne",fuhushane.wav,"u,u,a,e",fuhuşhane
fukaɾaː,"fu,ka,ɾaː",fukara.wav,"u,a,a",fukara
fulɑɾ,"fu,lɑɾ",fular.wav,"u,ɑ",fular
fundamentalist,"fun,da,men,ta,list",fundamentalist.wav,"u,a,e,a,i",fundamentalist
fynicylɛɾ,"fy,ni,cy,lɛɾ",funikuler.wav,"y,i,y,ɛ",füniküler
fynuːn,"fy,nuːn",funun.wav,"y,u",fünun
fuɾɡon,"fuɾ,ɡon",furgon.wav,"u,o",furgon
fuɾkan,"fuɾ,kan",furkan.wav,"u,a",furkan
fyɾuː,"fy,ɾuː",furu.wav,"y,u",füru
fyɾuːmaːje,"fy,ɾuː,maː,je",furumaye.wav,"y,u,a,e",fürumaye
fyɾuːzan,"fy,ɾuː,zan",furuzan.wav,"y,u,a",füruzan
fysun,"fy,sun",fusun.wav,"y,u",füsun
fysuncɑːɾ,"fy,sun,cɑːɾ",fusunkar.wav,"y,u,ɑ",füsunkâr
futbol,"fut,bol",futbol.wav,"u,o",futbol
fytuːhaːt,"fy,tuː,haːt",futuhat.wav,"y,u,a",fütuhat
fytuɾ,"fy,tuɾ",futur.wav,"y,u",fütur
fytyɾist,"fy,ty,ɾist",futurist.wav,"y,y,i",fütürist
fytyɾizm,"fy,ty,ɾizm",futurizm.wav,"y,y,i",fütürizm
fytuɾsuzd͡ʒa,"fy,tuɾ,suz,d͡ʒa",futursuzca.wav,"y,u,u,a",fütursuzca
fytyvvet,"fy,tyv,vet",futuvvet.wav,"y,y,e",fütüvvet
fuzuːl,"fu,zuːl",fuzul.wav,"u,u",fuzul
fuzuːliː,"fu,zuː,liː",fuzuli.wav,"u,u,i",fuzuli
fyzjon,"fyz,jon",fuzyon.wav,"y,o",füzyon
ɡabaɾdin,"ɡa,baɾ,din",gabardin.wav,"a,a,i",gabardin
ɡabaɾi,"ɡa,ba,ɾi",gabari.wav,"a,a,i",gabari
ɡabiː,"ɡa,biː",gabi.wav,"a,i",gabi
ɡaddaɾ,"ɡad,daɾ",gaddar.wav,"a,a",gaddar
ɡadiɾ,"ɡa,diɾ",gadir.wav,"a,i",gadir
ɡaf,ɡaf,gaf.wav,a,gaf
