word;phonetic;ipa;audio_file
kül;Külâh;cylaːh;https://sozluk.rtuk.gov.tr/Home/SesKelime/5710
çimento;Çimento;t͡ʃimɛnto;https://sozluk.rtuk.gov.tr/Home/SesKelime/1495
çinekop;Çinékop;t͡ʃinekop;https://sozluk.rtuk.gov.tr/Home/SesKelime/1497
Çingen;Çingen;t͡ʃinɡɛn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1498
çini;Çini;t͡ʃini;https://sozluk.rtuk.gov.tr/Home/SesKelime/1500
Çingene;Çingéné;t͡ʃinɡene;https://sozluk.rtuk.gov.tr/Home/SesKelime/1499
çipura;Çipura;t͡ʃipuɾa;https://sozluk.rtuk.gov.tr/Home/SesKelime/1501
çisenti;Çisenti;t͡ʃisɛnti;https://sozluk.rtuk.gov.tr/Home/SesKelime/1505
çitlembik;Çitlembik;t͡ʃitlɛmbik;https://sozluk.rtuk.gov.tr/Home/SesKelime/1507
çitilemek;Çitilémék;t͡ʃitilemek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1506
çiroz;Çiroz;t͡ʃiɾoz;https://sozluk.rtuk.gov.tr/Home/SesKelime/1503
çirkef;Çirkéf;t͡ʃiɾcef;https://sozluk.rtuk.gov.tr/Home/SesKelime/1502
çiselemek;Çisélémék;t͡ʃiselemek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1504
bir;bir;biɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/12354
veya;Véya:hut;vejaːhut;https://sozluk.rtuk.gov.tr/Home/SesKelime/11569
çiy;Çiy;t͡ʃij;https://sozluk.rtuk.gov.tr/Home/SesKelime/1508
çocukcağız;Çocukca:z;t͡ʃod͡ʒukd͡ʒaːz;https://sozluk.rtuk.gov.tr/Home/SesKelime/1509
çolak;Çolak;t͡ʃoɫak;https://sozluk.rtuk.gov.tr/Home/SesKelime/1512
çoğulculuk;Ço~ulculuk;t͡ʃo‿uɫd͡ʒuɫuk;https://sozluk.rtuk.gov.tr/Home/SesKelime/1511
Çolpan;Çolpan;t͡ʃoɫpan;https://sozluk.rtuk.gov.tr/Home/SesKelime/1513
çorba;Çorba;t͡ʃoɾba;https://sozluk.rtuk.gov.tr/Home/SesKelime/1514
çoğalmak;Ço~almak;t͡ʃo‿aɫmak;https://sozluk.rtuk.gov.tr/Home/SesKelime/1510
fırsat;Fırsat;fɯɾsat;https://sozluk.rtuk.gov.tr/Home/SesKelime/2695
çotanak;Çotanak;t͡ʃotanak;https://sozluk.rtuk.gov.tr/Home/SesKelime/1515
çömelmek;Çömelmék;t͡ʃœmɛɫmek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1517
Türkçe;Türkçé;tyɾkt͡ʃe;https://sozluk.rtuk.gov.tr/Home/SesKelime/11206
çöplenmek;Çöplenmék;t͡ʃœplɛnmek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1520
çömmek;Çömmék;t͡ʃœmmek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1519
çörek;Çörékotu;t͡ʃœɾekotu;https://sozluk.rtuk.gov.tr/Home/SesKelime/1521
azar;azar;azaɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/592
çömez;Çöméz;t͡ʃœmez;https://sozluk.rtuk.gov.tr/Home/SesKelime/1518
çuha;Çuha;t͡ʃuha;https://sozluk.rtuk.gov.tr/Home/SesKelime/1522
çulha;Çulha;t͡ʃuɫha;https://sozluk.rtuk.gov.tr/Home/SesKelime/1524
Çumra;Çumra;t͡ʃumɾa;https://sozluk.rtuk.gov.tr/Home/SesKelime/1525
çuhadar;Çuhada:r;t͡ʃuhadaːɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1523
Türkçe;Türkçé;tyɾkt͡ʃe;https://sozluk.rtuk.gov.tr/Home/SesKelime/11206
dabbe;Dabbé;dabbe;https://sozluk.rtuk.gov.tr/Home/SesKelime/1528
çuval;Çuval;t͡ʃuval;https://sozluk.rtuk.gov.tr/Home/SesKelime/1526
çünkü;Çünkü;t͡ʃyncy;https://sozluk.rtuk.gov.tr/Home/SesKelime/1527
dağdağalı;Da:da:alı;daːdaːaɫɯ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1532
olmak;olmak;oɫmak;https://sozluk.rtuk.gov.tr/Home/SesKelime/13310
dağarcık;da:rcık;daːɾd͡ʒɯk;https://sozluk.rtuk.gov.tr/Home/SesKelime/1531
dağ;dâ:;daːː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1530
Dabbetülarz;Dabbétülarz;dabbetyɫaɾz;https://sozluk.rtuk.gov.tr/Home/SesKelime/1529
dağlamak;Da:lamak;daːɫamak;https://sozluk.rtuk.gov.tr/Home/SesKelime/1536
dağıstan;da:stan;daːstan;https://sozluk.rtuk.gov.tr/Home/SesKelime/1534
dağılmak;da:lmak;daːɫmak;https://sozluk.rtuk.gov.tr/Home/SesKelime/1533
hayvan;hayvan;hajvan;https://sozluk.rtuk.gov.tr/Home/SesKelime/3598
Dağıstan;da:stan;daːstan;https://sozluk.rtuk.gov.tr/Home/SesKelime/1534
dâhilî;Da:hili:;daːhiliː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1541
dâhilen;Da:hilen;daːhilɛn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1540
dahi;dahi;dahi;https://sozluk.rtuk.gov.tr/Home/SesKelime/1537
dâhil;da:hil;daːhil;https://sozluk.rtuk.gov.tr/Home/SesKelime/1539
dâhi;dahi;dahi;https://sozluk.rtuk.gov.tr/Home/SesKelime/1537
dahiyane;Da:hiya:né;daːhijaːne;https://sozluk.rtuk.gov.tr/Home/SesKelime/1542
dai;Da:⁓i:;daː‿iː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1544
daim;Da:⁓im;daː‿im;https://sozluk.rtuk.gov.tr/Home/SesKelime/1545
dahli;Dahli olmak;dahli oɫmak;https://sozluk.rtuk.gov.tr/Home/SesKelime/1543
dahme;dahmé;dahme;https://sozluk.rtuk.gov.tr/Home/SesKelime/1548
daima;Da⁓ima:;da‿imaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1546
daimi;Da:⁓imi:;daː‿imiː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1547
dair;da:⁓ir;daː‿iɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1549
daire;da:⁓iré;daː‿iɾe;https://sozluk.rtuk.gov.tr/Home/SesKelime/1550
dairesel;Da:⁓irésel;daː‿iɾesɛl;https://sozluk.rtuk.gov.tr/Home/SesKelime/1552
daire-i;Da:⁓ireyi arz;daː‿iɾɛji aɾz;https://sozluk.rtuk.gov.tr/Home/SesKelime/1551
dairevi;Da:irévi:;daːiɾeviː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1553
dakayık;Daka:yık;dakaːjɯk;https://sozluk.rtuk.gov.tr/Home/SesKelime/1554
Dakayık-ül;Daka:yıkül Haka:yık;dakaːjɯcyɫ hakaːjɯk;https://sozluk.rtuk.gov.tr/Home/SesKelime/1555
daktilo;Daktilô;daktiloː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1558
dakika;daki:ka;daciːka;https://sozluk.rtuk.gov.tr/Home/SesKelime/1557
Hakayık;Haka:yık;hakaːjɯk;https://sozluk.rtuk.gov.tr/Home/SesKelime/3210
dalalet;Dalâ:lét;dalaːːlet;https://sozluk.rtuk.gov.tr/Home/SesKelime/1559
dakik;Dakik;dacik;https://sozluk.rtuk.gov.tr/Home/SesKelime/1556
dalavere;Dalavéré;daɫaveɾe;https://sozluk.rtuk.gov.tr/Home/SesKelime/1560
dalya;da'lya;da'ɫja;https://sozluk.rtuk.gov.tr/Home/SesKelime/1561
dalyan;Dâlyan;daːɫjan;https://sozluk.rtuk.gov.tr/Home/SesKelime/1562
ve;Véba:;vebaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/11492
damadı;Da:ma:dı;daːmaːdɯ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1566
Dalyan;Dâlyan;daːɫjan;https://sozluk.rtuk.gov.tr/Home/SesKelime/1562
dam;dam;dam;https://sozluk.rtuk.gov.tr/Home/SesKelime/1563
dam;dam;dam;https://sozluk.rtuk.gov.tr/Home/SesKelime/1563
damen;Da:men;daːmɛn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1567
damat;Da:mat;daːmat;https://sozluk.rtuk.gov.tr/Home/SesKelime/1565
aheste;a:hésté;aːheste;https://sozluk.rtuk.gov.tr/Home/SesKelime/136
Türkçe;Türkçé;tyɾkt͡ʃe;https://sozluk.rtuk.gov.tr/Home/SesKelime/11206
damping;Damping;dampinɡ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1568
dânâ;dana;dana;https://sozluk.rtuk.gov.tr/Home/SesKelime/1569
dana;dana;dana;https://sozluk.rtuk.gov.tr/Home/SesKelime/1569
dane;Da:né;daːne;https://sozluk.rtuk.gov.tr/Home/SesKelime/1571
daniska;Daniska;daniska;https://sozluk.rtuk.gov.tr/Home/SesKelime/1572
Daniş;Da:niş;daːniʃ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1573
danişment;Da:nişment;daːniʃmɛnt;https://sozluk.rtuk.gov.tr/Home/SesKelime/1574
dansöz;Dansöz;dansœz;https://sozluk.rtuk.gov.tr/Home/SesKelime/1575
dara;dara;daɾa;https://sozluk.rtuk.gov.tr/Home/SesKelime/1579
darağacı;Dara:cı;daɾaːd͡ʒɯ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1585
dara;dara;daɾa;https://sozluk.rtuk.gov.tr/Home/SesKelime/1579
dantel;Dantel;dantɛl;https://sozluk.rtuk.gov.tr/Home/SesKelime/1576
daraban;Daraba:n;daɾabaːn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1581
dar;dar;daɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1577
dar;dar;daɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1577
darbımesel;Darbımésel;daɾbɯmesɛl;https://sozluk.rtuk.gov.tr/Home/SesKelime/1583
darbe;darbé;daɾbe;https://sozluk.rtuk.gov.tr/Home/SesKelime/1582
darıbeka;Da:rıbéka:;daːɾɯbekaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1586
darüleytam;Da:rüléyta:m;daːɾylejtaːm;https://sozluk.rtuk.gov.tr/Home/SesKelime/1592
darıdünya;Da:rıdünya:;daːɾɯdynjaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1587
Darende;Da:rendé;daːɾɛnde;https://sozluk.rtuk.gov.tr/Home/SesKelime/1584
darıfena;Da:rıféna:;daːɾɯfenaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1588
Darülbedayi;Da:rülbéda:yi:;daːɾyɫbedaːjiː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1590
darülaceze;Da:rülacézé;daːɾyɫad͡ʒeze;https://sozluk.rtuk.gov.tr/Home/SesKelime/1589
Darülelhan;Da:rülélha:n;daːɾyleɫhaːn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1591
Darülhadis;Da:rülhadi:s;daːɾyɫhadiːs;https://sozluk.rtuk.gov.tr/Home/SesKelime/1594
Darülfünun;Da:rülfünu:n;daːɾyɫfynuːn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1593
darülharp;Da:rülharp;daːɾyɫhaɾp;https://sozluk.rtuk.gov.tr/Home/SesKelime/1595
darülhilafe;Da:rülhilâ:fé;daːɾyɫhilaːːfe;https://sozluk.rtuk.gov.tr/Home/SesKelime/1596
darülmülk;Da:rülmülk;daːɾyɫmyɫk;https://sozluk.rtuk.gov.tr/Home/SesKelime/1599
Darüsselam;Da:rüsselâ:m;daːɾyssɛlaːːm;https://sozluk.rtuk.gov.tr/Home/SesKelime/1601
darülislam;Da:rülislâ:m;daːɾylislaːːm;https://sozluk.rtuk.gov.tr/Home/SesKelime/1597
Darüssaade;Darüsaadé;daɾysaade;https://sozluk.rtuk.gov.tr/Home/SesKelime/1600
Darülmuallimin;Da:rülmuâllimi:n;daːɾyɫmuaːɫlimiːn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1598
Darüşşafaka;Da:rüşşafaka;daːɾyʃʃafaka;https://sozluk.rtuk.gov.tr/Home/SesKelime/1602
vakıf;vakıf;vakɯf;https://sozluk.rtuk.gov.tr/Home/SesKelime/11402
darüşşifa;Da:rüşşifa:;daːɾyʃʃifaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1603
daüssıla;Da:üssıla;daːyssɯɫa;https://sozluk.rtuk.gov.tr/Home/SesKelime/1604
Datça;Datça;datt͡ʃa;https://sozluk.rtuk.gov.tr/Home/SesKelime/1605
dava;da:va:;daːvaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1606
davacı;Da:va:cı;daːvaːd͡ʒɯ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1607
davalı;Da:va:lı;daːvaːɫɯ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1608
dava;da:va:;daːvaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1606
davar;Davar;davaɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1609
Daver;Da:ver;daːvɛɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1611
davetkâr;Da:vétkâ:r;daːvetcaːːɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1613
takip;ta:kip;taːcip;https://sozluk.rtuk.gov.tr/Home/SesKelime/10292
davetiye;Da:vétiyé;daːvetije;https://sozluk.rtuk.gov.tr/Home/SesKelime/1612
davul;Davul;davul;https://sozluk.rtuk.gov.tr/Home/SesKelime/1616
davudi;Da:vu:di:;daːvuːdiː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1614
Davut;Da:vut;daːvut;https://sozluk.rtuk.gov.tr/Home/SesKelime/1615
daye;Da:yé;daːje;https://sozluk.rtuk.gov.tr/Home/SesKelime/1617
Türkçe;Türkçé;tyɾkt͡ʃe;https://sozluk.rtuk.gov.tr/Home/SesKelime/11206
iki;ikilem;icilɛm;https://sozluk.rtuk.gov.tr/Home/SesKelime/12863
debdebe;Débdébé;debdebe;https://sozluk.rtuk.gov.tr/Home/SesKelime/1619
debbağ;Débba:;debbaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1618
debdebeli;Débdébéli;debdebeli;https://sozluk.rtuk.gov.tr/Home/SesKelime/1620
debriyaj;Débriyaj;debɾijaʒ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1621
dedikodu;Dédikodu;dedikodu;https://sozluk.rtuk.gov.tr/Home/SesKelime/1623
Deccal;Décca:l;ded͡ʒd͡ʒaːl;https://sozluk.rtuk.gov.tr/Home/SesKelime/1622
defa;Défa:;defaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1625
def;Déf;def;https://sozluk.rtuk.gov.tr/Home/SesKelime/1624
defaat;Defa:ât;dɛfaːaːt;https://sozluk.rtuk.gov.tr/Home/SesKelime/1626
defakto;Défakto;defakto;https://sozluk.rtuk.gov.tr/Home/SesKelime/1629
defans;Défans;defans;https://sozluk.rtuk.gov.tr/Home/SesKelime/1628
defaatle;Défa:âtlé;defaːaːtle;https://sozluk.rtuk.gov.tr/Home/SesKelime/1627
defihacet;Défiha:cét;defihaːd͡ʒet;https://sozluk.rtuk.gov.tr/Home/SesKelime/1634
defatir;Défa:tir;defaːtiɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1631
defibela;Défibélâ:;defibelaːː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1632
defaten;Défa:ten;defaːtɛn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1630
defibela;Défibélâ:;defibelaːː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1632
defile;Défilé;defile;https://sozluk.rtuk.gov.tr/Home/SesKelime/1635
defin;défin;defin;https://sozluk.rtuk.gov.tr/Home/SesKelime/1636
define;Défi:né;defiːne;https://sozluk.rtuk.gov.tr/Home/SesKelime/1637
için;için;it͡ʃin;https://sozluk.rtuk.gov.tr/Home/SesKelime/12813
defne;Défné;defne;https://sozluk.rtuk.gov.tr/Home/SesKelime/1638
deformasyon;Déformasyon;defoɾmasjon;https://sozluk.rtuk.gov.tr/Home/SesKelime/1640
defnetmek;Défnétmék;defnetmek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1639
defter;Défter;deftɛɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1641
güzel;güzél;ɡyzel;https://sozluk.rtuk.gov.tr/Home/SesKelime/12745
defterikebir;Déftérikébi:r;defteɾicebiːɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1645
defterhane;Défterha:né;deftɛɾhaːne;https://sozluk.rtuk.gov.tr/Home/SesKelime/1643
def;Déf;def;https://sozluk.rtuk.gov.tr/Home/SesKelime/1624
defter-i;Déftéri a:mâ:l;defteɾi aːmaːːl;https://sozluk.rtuk.gov.tr/Home/SesKelime/1644
yazı;yazık;jazɯk;https://sozluk.rtuk.gov.tr/Home/SesKelime/13613
değinmek;Déyinmek;dejinmɛk;https://sozluk.rtuk.gov.tr/Home/SesKelime/1649
değişik;Déyişik;dejiʃik;https://sozluk.rtuk.gov.tr/Home/SesKelime/1652
değişim;Déyişim;dejiʃim;https://sozluk.rtuk.gov.tr/Home/SesKelime/1653
değdirmek;Déydirmék;dejdiɾmek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1647
değirmen;Déyirmen;dejiɾmɛn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1650
değerli;déyerli;dejɛɾli;https://sozluk.rtuk.gov.tr/Home/SesKelime/1648
değirmi;Déyirmi;dejiɾmi;https://sozluk.rtuk.gov.tr/Home/SesKelime/1651
değnek;Déynék;dejnek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1654
deha;Déha:;dehaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1655
dehen;Déhen;dehɛn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1657
dejenere;Déjénéré;deʒeneɾe;https://sozluk.rtuk.gov.tr/Home/SesKelime/1662
dehliz;Déhliz;dehliz;https://sozluk.rtuk.gov.tr/Home/SesKelime/1658
deist;Dé⁓ist;de‿ist;https://sozluk.rtuk.gov.tr/Home/SesKelime/1661
dekoder;Dékoder;dekodɛɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1664
dehşetengiz;Déhşéténgiz;dehʃetenɡiz;https://sozluk.rtuk.gov.tr/Home/SesKelime/1660
dehşet;Déhşét;dehʃet;https://sozluk.rtuk.gov.tr/Home/SesKelime/1659
deklanşör;Déklânşör;deklaːnʃœɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1663
Türkçe;Türkçé;tyɾkt͡ʃe;https://sozluk.rtuk.gov.tr/Home/SesKelime/11206
dekolte;Dékôlté;decoːɫte;https://sozluk.rtuk.gov.tr/Home/SesKelime/1665
delil;délil;delil;https://sozluk.rtuk.gov.tr/Home/SesKelime/1669
delalet;délâ:lét;delaːːlet;https://sozluk.rtuk.gov.tr/Home/SesKelime/1668
dekoratif;Dékoratif;dekoɾatif;https://sozluk.rtuk.gov.tr/Home/SesKelime/1666
dekovil;Dékovil;dekovil;https://sozluk.rtuk.gov.tr/Home/SesKelime/1667
dehalet;Déha:lét;dehaːlet;https://sozluk.rtuk.gov.tr/Home/SesKelime/1656
delta;Delta;dɛɫta;https://sozluk.rtuk.gov.tr/Home/SesKelime/1672
dellal;Dellâ:l;dɛɫlaːːl;https://sozluk.rtuk.gov.tr/Home/SesKelime/1670
dellaliye;Dellâ:liyé;dɛɫlaːːlije;https://sozluk.rtuk.gov.tr/Home/SesKelime/1671
dembedem;Dembédem;dɛmbedɛm;https://sozluk.rtuk.gov.tr/Home/SesKelime/1677
demadem;Déma:dem;demaːdɛm;https://sozluk.rtuk.gov.tr/Home/SesKelime/1674
demagog;Démagog;demaɡoɡ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1676
demagoji;Démagoji;demaɡoʒi;https://sozluk.rtuk.gov.tr/Home/SesKelime/1675
hazır;hāżir;hāżiɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/3615
dem;dem;dɛm;https://sozluk.rtuk.gov.tr/Home/SesKelime/1673
demeç;Déméç;demet͡ʃ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1679
demevi;Démévi:;demeviː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1680
demin;Démin;demin;https://sozluk.rtuk.gov.tr/Home/SesKelime/1681
demdeme;Démdémé;demdeme;https://sozluk.rtuk.gov.tr/Home/SesKelime/1678
demirhindi;Démirhindi;demiɾhindi;https://sozluk.rtuk.gov.tr/Home/SesKelime/1682
ve;Véba:;vebaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/11492
demografik;Démografik;demoɡɾafik;https://sozluk.rtuk.gov.tr/Home/SesKelime/1683
demokrasi;Démokrasi;demokɾasi;https://sozluk.rtuk.gov.tr/Home/SesKelime/1684
denaet;Déna:⁓ét;denaː‿et;https://sozluk.rtuk.gov.tr/Home/SesKelime/1685
deni;Déni:;deniː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1686
densiz;Densiz;dɛnsiz;https://sozluk.rtuk.gov.tr/Home/SesKelime/1688
denklem;Dénklem;denklɛm;https://sozluk.rtuk.gov.tr/Home/SesKelime/1687
bir;bir;biɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/12354
depar;Dépar;depaɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1690
deodorant;Dé⁓odorant;de‿odoɾant;https://sozluk.rtuk.gov.tr/Home/SesKelime/1689
deplasman;Déplâsman;deplaːsman;https://sozluk.rtuk.gov.tr/Home/SesKelime/1692
depozito;Dépozito;depozito;https://sozluk.rtuk.gov.tr/Home/SesKelime/1693
departman;Départman;depaɾtman;https://sozluk.rtuk.gov.tr/Home/SesKelime/1691
depremzede;Dépremzédé;depɾɛmzede;https://sozluk.rtuk.gov.tr/Home/SesKelime/1694
depresyon;Déprésyon;depɾesjon;https://sozluk.rtuk.gov.tr/Home/SesKelime/1695
derakap;Derakap;dɛɾakap;https://sozluk.rtuk.gov.tr/Home/SesKelime/1696
derbent;derbent;dɛɾbɛnt;https://sozluk.rtuk.gov.tr/Home/SesKelime/1698
derbi;Derbi;dɛɾbi;https://sozluk.rtuk.gov.tr/Home/SesKelime/1700
dercetmek;Dercétmék;dɛɾd͡ʒetmek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1701
derdest;Derdést‿étmék;dɛɾdest‿etmek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1702
derbeder;Derbéder;dɛɾbedɛɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1697
Derbent;derbent;dɛɾbɛnt;https://sozluk.rtuk.gov.tr/Home/SesKelime/1698
derdmend;Derdmend;dɛɾdmɛnd;https://sozluk.rtuk.gov.tr/Home/SesKelime/1703
derecat;Déréca:t;deɾed͡ʒaːt;https://sozluk.rtuk.gov.tr/Home/SesKelime/1704
derece;dérécé;deɾed͡ʒe;https://sozluk.rtuk.gov.tr/Home/SesKelime/1705
derece-i;Dérécéyi arz;deɾed͡ʒeji aɾz;https://sozluk.rtuk.gov.tr/Home/SesKelime/1706
dereke;Déréké;deɾece;https://sozluk.rtuk.gov.tr/Home/SesKelime/1707
derişik;Dérişik;deɾiʃik;https://sozluk.rtuk.gov.tr/Home/SesKelime/1711
Türkçe;Türkçé;tyɾkt͡ʃe;https://sozluk.rtuk.gov.tr/Home/SesKelime/11206
derhal;Derhâl;dɛɾhaːl;https://sozluk.rtuk.gov.tr/Home/SesKelime/1710
derk;derk;dɛɾk;https://sozluk.rtuk.gov.tr/Home/SesKelime/1712
dergi;Dergi;dɛɾɡi;https://sozluk.rtuk.gov.tr/Home/SesKelime/1709
dergâh;dergâh;dɛɾɡaːh;https://sozluk.rtuk.gov.tr/Home/SesKelime/1708
derkenar;Derkéna:r;dɛɾcenaːɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1713
derlem;Derlem;dɛɾlɛm;https://sozluk.rtuk.gov.tr/Home/SesKelime/1714
derman;derman;dɛɾman;https://sozluk.rtuk.gov.tr/Home/SesKelime/1715
dermeyan;Derméya:n;dɛɾmejaːn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1719
derpiş;Derpi:ş;dɛɾpiːʃ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1720
dermek;dermék;dɛɾmek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1718
ders;ders;dɛɾs;https://sozluk.rtuk.gov.tr/Home/SesKelime/1721
dermatolog;Dermatolog;dɛɾmatoɫoɡ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1717
dermanı;Derma:nı késilmék;dɛɾmaːnɯ cesiɫmek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1716
dershane;Dersha:né;dɛɾshaːne;https://sozluk.rtuk.gov.tr/Home/SesKelime/1723
Dersaadet;Dersaa:dét;dɛɾsaaːdet;https://sozluk.rtuk.gov.tr/Home/SesKelime/1722
dersiam;Dersi⁓a:m;dɛɾsi‿aːm;https://sozluk.rtuk.gov.tr/Home/SesKelime/1724
deruhte;Déru:hté;deɾuːhte;https://sozluk.rtuk.gov.tr/Home/SesKelime/1725
dervişan;Dervişa:n;dɛɾviʃaːn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1731
deruni;déru:ni:;deɾuːniː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1727
dervaze;Derva:zé;dɛɾvaːze;https://sozluk.rtuk.gov.tr/Home/SesKelime/1729
derviş;Derviş;dɛɾviʃ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1730
derun;Déru:n;deɾuːn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1726
deruni;déru:ni:;deɾuːniː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1727
dervişane;Dervişa:né;dɛɾviʃaːne;https://sozluk.rtuk.gov.tr/Home/SesKelime/1732
derya;derya:;dɛɾjaː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1733
deryab;Derya:b;dɛɾjaːb;https://sozluk.rtuk.gov.tr/Home/SesKelime/1734
deryadil;Derya:dil;dɛɾjaːdil;https://sozluk.rtuk.gov.tr/Home/SesKelime/1735
desen;Désen;desɛn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1737
Hırka;Hırkayi saa:dét;hɯɾkaji saaːdet;https://sozluk.rtuk.gov.tr/Home/SesKelime/3745
deryakeş;Derya:kéş;dɛɾjaːceʃ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1736
deskriptif;Déskriptif;deskɾiptif;https://sozluk.rtuk.gov.tr/Home/SesKelime/1742
desise;Dési:sé;desiːse;https://sozluk.rtuk.gov.tr/Home/SesKelime/1740
desinatör;Désinatör;desinatœɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1739
desisebaz;Dési:séba:z;desiːsebaːz;https://sozluk.rtuk.gov.tr/Home/SesKelime/1741
desibel;Désibel;desibɛl;https://sozluk.rtuk.gov.tr/Home/SesKelime/1738
dessas;Dessa:s;dɛssaːs;https://sozluk.rtuk.gov.tr/Home/SesKelime/1744
dest;Dést;dest;https://sozluk.rtuk.gov.tr/Home/SesKelime/1745
türe;Türédi;tyɾedi;https://sozluk.rtuk.gov.tr/Home/SesKelime/11202
despot;Déspot;despot;https://sozluk.rtuk.gov.tr/Home/SesKelime/1743
destan;désta:n;destaːn;https://sozluk.rtuk.gov.tr/Home/SesKelime/1746
destar;Désta:r;destaːɾ;https://sozluk.rtuk.gov.tr/Home/SesKelime/1748
destani;Désta:ni:;destaːniː;https://sozluk.rtuk.gov.tr/Home/SesKelime/1747
destek;désték;destek;https://sozluk.rtuk.gov.tr/Home/SesKelime/1750
