path,phonemes
yaylak.wav,yaylak j a j ɫ a k
ibka.wav,ibka i b k aː
harbi.wav,harbî h a ɾ b i
merhaba.wav,merhaba m ɛ ɾ h a b aː
permi.wav,permi p ɛ ɾ m i
mugber.wav,muğber m uː b ɛ ɾ
hokey.wav,hokey h o c e j
murabba.wav,murabba m u ɾ a b b aː
hub.wav,hub h uː b
yagmur.wav,yağmur j aː m u ɾ
mubah.wav,mübah m y b a h
reva.wav,reva ɾ e v aː
asermek.wav,aşermek a ʃ ɛ ɾ m e k
maya.wav,maya m a j a
ruam.wav,ruam ɾ u a m
bihaya.wav,bihaya b iː h a j aː
rayiha.wav,rayiha ɾ aː j i h a
gah.wav,gâh ɡ aː h
husu.wav,huşu h u ʃ uː
mubarek.wav,mübarek m y b aː ɾ e k
bilumum.wav,bilumum b i ɫ u m u m
balya.wav,balya b a ɫ j a
kak.wav,kak k a k
ahir.wav,ahir aː h i ɾ
evrek.wav,evrek e v ɾ e k
elhak.wav,elhak e ɫ h aː k
kurevi.wav,kürevi c y ɾ e v iː
bikarar.wav,bikarar b iː k a ɾ a ɾ
peskir.wav,peşkir p e ʃ c i ɾ
akraba.wav,akraba a k ɾ a b aː
savk.wav,şavk ʃ a v k
parmak.wav,parmak p a ɾ m a k
musavir.wav,müşavir m y ʃ aː v i ɾ
gayur.wav,gayur ɡ a j uː ɾ
fare.wav,fare f aː ɾ e
hala.wav,hâlâ h a ɫ a
sise.wav,şişe ʃ i ʃ e
heva.wav,heva h e v aː
uyruk.wav,uyruk u j ɾ u k
mavi.wav,mavi m aː v i
erkam.wav,erkam ɛ ɾ k aː m
murakabe.wav,murakabe m u ɾ aː k a b e
firar.wav,firar f i ɾ aː ɾ
besus.wav,beşuş b e ʃ uː ʃ
ray.wav,ray ɾ a j
magfur.wav,mağfur m aː f u ɾ
ugur.wav,uğur uː ɾ
mahrum.wav,mahrum m a h ɾ u m
hurafe.wav,hurafe h u ɾ aː f e
simsir.wav,şimşir ʃ i m ʃ i ɾ
bol.wav,bol b oː ɫ ʃ e v i k
pak.wav,pak p aː kː
miralay.wav,miralay m i ɾ a ɫ a j
rakibe.wav,rakibe ɾ a c iː b e
mimari.wav,mimari m iː m aː ɾ iː
kemha.wav,kemha c e m h aː
romork.wav,römork ɾ œ m o ɾ k
ugru.wav,uğru uː ɾ u
mey.wav,mey m e j
simsek.wav,şimşek ʃ i m ʃ e k
kupur.wav,kupür k u p y ɾ
yare.wav,yare j aː ɾ e
prova.wav,prova p ɾ o v a
imrahor.wav,imrahor i m ɾ a h o ɾ
ragbi.wav,ragbi ɾ a ɡ b i
ferag.wav,ferağ f e ɾ aː
umumi.wav,umumi u m uː m iː
kagsamak.wav,kağşamak k aː ʃ a m a k
folklor.wav,folklor f o ɫ k ɫ o ɾ
vamp.wav,vamp v a m p
amir.wav,amir aː m i ɾ
ismar.wav,işmar i ʃ m a ɾ
ravi.wav,ravi ɾ aː v iː
hukmi.wav,hükmi h y k m iː
meraki.wav,meraki m e ɾ aː c iː
hemayar.wav,hemayar h e m a j a ɾ
kesis.wav,keşiş c e ʃ i ʃ
siir.wav,şiir ʃ iː ɾ
sebap.wav,şebap ʃ e b aː p
erbap.wav,erbap ɛ ɾ b aː p
varaka.wav,varaka v a ɾ a k a
alfabe.wav,alfabe aː ɫ f a b e
harami.wav,harami h a ɾ aː m iː
reha.wav,reha ɾ e h aː
hahambasi.wav,hahambaşı h a h a m b a ʃ ɯ
ilham.wav,ilham i ɫ h aː m
bahir.wav,bahir b a h i ɾ
kugu.wav,kuğu k uː
uyluk.wav,uyluk u j ɫ u k c e m iː
imaj.wav,imaj i m a ʒ
rukus.wav,rüküş ɾ y c y ʃ
ifa.wav,ifa iː f aː
heybe.wav,heybe h e j b e
masriki.wav,maşrıki m a ʃ ɾ ɯː c iː
maslah.wav,maşlah m a ʃ ɫ a h
muhakkik.wav,muhakkik m u h a k c i k
vaha.wav,vaha v aː h a
opera.wav,opera o p e ɾ a
mefrus.wav,mefruş m e f ɾ u ʃ
ilke.wav,ilke i ɫ c e
vallaha.wav,vallaha v a ɫ ɫ a h a
evamir.wav,evamir e v aː m i ɾ
emrivaki.wav,emrivaki e m ɾ i v aː c iː
kargi.wav,kargı k a ɾ ɡ ɯ
buhurumeryem.wav,buhurumeryem b u h uː ɾ u m ɛ ɾ j ɛ m
gurur.wav,gurur ɡ u ɾ u ɾ
ser.wav,şer ʃ ɛ ɾ
puhu.wav,puhu p u h u
igbirar.wav,iğbirar iː b i ɾ aː ɾ
ihmirar.wav,ihmirar i h m i ɾ aː ɾ
ses.wav,şeş ʃ e ʃ
fug.wav,füg f y ɡ
hafifmesrep.wav,hafifmeşrep h a f i f m e ʃ ɾ e p
hem.wav,hem h e m
refuj.wav,refüj ɾ e f y ʒ
bir.wav,bir b i ɾ
suh.wav,şuh ʃ u h
hemseri.wav,hemşeri h e m ʃ e ɾ i
keyfi.wav,keyfî c e j f iː
gulbahar.wav,gülbahar ɡ y ɫ b a h aː ɾ
reyb.wav,reyb ɾ e j b
ibrisim.wav,ibrişim i b ɾ i ʃ i m
merhume.wav,merhume m ɛ ɾ h uː m e
bakire.wav,bakire b aː c i ɾ e
halk.wav,halk h a ɫ k
amigo.wav,amigo a m iː ɡ o
kamu.wav,kamu k a m u
riya.wav,riya ɾ i j aː
uylasim.wav,uylaşım u j ɫ a ʃ ɯ m
eyyam_i.wav,eyyam-ı e j j aː m ɯ b a h aː ɾ
muhik.wav,muhik m u h i k
meger.wav,meğer m e j ɛ ɾ
ama.wav,âmâ a m a
yevmiye.wav,yevmiye j e v m i j e
meyhos.wav,meyhoş m e j h o ʃ
gayya.wav,gayya ɡ a j j aː
rumba.wav,rumba ɾ u m b a
kahya.wav,kâhya c aː h j aː
hakime.wav,hâkime h aː c i m e
elyaf.wav,elyaf e ɫ j a f
kebap.wav,kebap c e b a p
mugayir.wav,mugayir m u ɡ aː j i ɾ
ebrar.wav,ebrar e b ɾ aː ɾ
bek.wav,bek b e k
keske.wav,keşke c e ʃ c e
sike.wav,şike ʃ i c e
agirlamak.wav,ağırlamak aː ɾ ɫ a m a k
pare.wav,pare p aː ɾ e
mahbube.wav,mahbube m a h b uː b e
hayme.wav,hayme h a j m e
haklamak.wav,haklamak h a k ɫ a m a k
vakur.wav,vakur v a k uː ɾ
mehir.wav,mehir m e h i ɾ
gama.wav,gama ɡ a m a
alabora.wav,alabora a ɫ a b o ɾ a
mensur.wav,menşur m e ŋ ʃ uː ɾ
bugu.wav,buğu b uː
mamur.wav,mamur m aː m u ɾ
musrik.wav,müşrik m y ʃ ɾ i k
irmik.wav,irmik i ɾ m i k
ramak.wav,ramak ɾ a m a k
mevkuf.wav,mevkuf m e v k uː f
fikra.wav,fıkra f ɯ k ɾ a
fevkalbeser.wav,fevkalbeşer f e v c aː ɫ b e ʃ ɛ ɾ
bihus.wav,bihuş b iː h uː ʃ
ihram.wav,ihram i h ɾ a m
bab.wav,bab b aː b
yevmi.wav,yevmi j e v m iː
mukarrer.wav,mukarrer m u k a ɾ ɾ ɛ ɾ
mufahir.wav,müfahir m y f aː h i ɾ
agir.wav,ağır aː ɾ
yemek.wav,yemek j e m e k
sebboy.wav,şebboy ʃ e b b o j
ar.wav,ar aː ɾ
bariyer.wav,bariyer b a ɾ i j ɛ ɾ
ikram.wav,ikram i k ɾ aː m
evham.wav,evham e v h aː m
guher.wav,güher ɡ y h ɛ ɾ
gey.wav,gey ɡ e j
ihlamak.wav,ıhlamak ɯ h ɫ a m a k
proje.wav,proje p ɾ o ʒ e
muhayyir.wav,muhayyir m u h a j j i ɾ
buyuk.wav,büyük b y j y k
komi.wav,komi k o m i
kurbaga.wav,kurbağa k u ɾ b aː
mekruh.wav,mekruh m ɛ k ɾ uː h
kessaf.wav,keşşaf c e ʃ ʃ aː f
bulasik.wav,bulaşık b u ɫ a ʃ ɯ k
bimar.wav,bimar b iː m aː ɾ
havai.wav,havai h a v aː iː
kar.wav,kâr k a ɾ
olmus.wav,olmuş o ɫ m u ʃ
vikaye.wav,vikaye v i k aː j e
kirve.wav,kirve c i ɾ v e
kuffar.wav,küffar c y f f aː ɾ
mahkeme.wav,mahkeme m a h c e m e
keskek.wav,keşkek c e ʃ c e k
ibra.wav,ibra i b ɾ aː
ilk.wav,ilk i ɫ k
yagma.wav,yağma j aː m a
gorkem.wav,görkem ɡ œ ɾ c ɛ m
irki.wav,ırki ɯ ɾ c iː
aga.wav,ağa aː
eko.wav,eko e k o
gaybi.wav,gaybi ɡ a j b iː
karahumma.wav,karahumma k a ɾ a h u m m aː
murur.wav,mürur m y ɾ uː ɾ
eyyam.wav,eyyam e j j aː m
abiye.wav,abiye a b i j e
merhum.wav,merhum m ɛ ɾ h uː m
afak.wav,afak aː f aː k
ragip.wav,ragıp ɾ aː ɡ ɯ p
beri.wav,beri b e ɾ i
mafis.wav,mafiş m aː f i ʃ
yayimlamak.wav,yayımlamak j a j ɯ m ɫ a m a k
buhur.wav,buhur b u h uː ɾ
humar.wav,humar h u m aː ɾ
kumpir.wav,kumpir k u m p i ɾ
bumbar.wav,bumbar b u m b a ɾ
bivefa.wav,bivefa b iː v e f aː
maas.wav,maaş m aː ʃ
kelam.wav,kelam c e ɫ aː m
berhava.wav,berhava b ɛ ɾ h a v aː
berjer.wav,berjer b ɛ ɾ ʒ ɛ ɾ
ilhak.wav,ilhak i ɫ h aː k
sopar.wav,şopar ʃ o p a ɾ
imam.wav,imam i m a m
grafiker.wav,grafiker ɡ ɯ ɾ a f i c ɛ ɾ
jakarli.wav,jakarlı ʒ a k a ɾ ɫ ɯ
yular.wav,yular j u ɫ a ɾ
kavaf.wav,kavaf k a v a f
ebru.wav,ebru e b ɾ uː
mehari.wav,mehari m e h aː ɾ iː
ambargo.wav,ambargo a m b a ɾ ɡ o
krema.wav,krema k ɯ ɾ e m a
efe.wav,efe e f e
kira.wav,kira c i ɾ aː
geyik.wav,geyik ɡ e j i k
ovgu.wav,övgü œ v ɡ y
sakayik.wav,şakayık ʃ a k aː j ɯ k
fikih.wav,fıkıh f ɯ k ɯ h
agora.wav,agora a ɡ o ɾ a
keski.wav,keşki c e ʃ c i
grev.wav,grev ɡ ɯ ɾ e v
bala.wav,balâ b a ɫ a
hak_i.wav,hak-i h aː c i p aː j
kargo.wav,kargo k a ɾ ɡ o
belki.wav,belki b e ɫ c i
olmak.wav,olmak o ɫ m a k
peyam.wav,peyam p e j aː m
heyamola.wav,heyamola h e j a m o ɫ a
fava.wav,fava f a v a
hayirhah.wav,hayırhah h a j ɯ ɾ h aː h
ibram.wav,ibram i b ɾ aː m
vahim.wav,vahim v a h i m
fikara.wav,fıkara f ɯ k a ɾ aː
ihbari.wav,ihbari i h b aː ɾ iː
ikab.wav,ikab i k aː b
yarim.wav,yarım j a ɾ ɯ m
muhrip.wav,muhrip m u h ɾ i p
migfer.wav,miğfer m iː f ɛ ɾ
humma.wav,humma h u m m aː
mevki.wav,mevki m e v c iː
isari.wav,işari i ʃ aː ɾ iː o j
farig.wav,fariğ f aː ɾ iː
hab.wav,hab h aː b
mahser.wav,mahşer m a h ʃ ɛ ɾ
hasa.wav,haşa h aː ʃ aː
bilge.wav,bilge b i ɫ ɡ e
muhim.wav,mühim m y h i m
serefe.wav,şerefe ʃ e ɾ e f ɛ
mahkum.wav,mahkûm m a h k uː m
hekimbasi.wav,hekimbaşı h e c i m b a ʃ ɯ
fehva.wav,fehva f e h v aː
musir.wav,müşir m y ʃ iː ɾ
oba.wav,oba o b a
kamera.wav,kamera k a m e ɾ a
fehim.wav,fehim f e h i m
peyk.wav,peyk p e j k
ihlamur.wav,ıhlamur ɯ h ɫ a m u ɾ
emrihak.wav,emrihak e m ɾ i h a k
halbuki.wav,hâlbuki h aː ɫ b u c i
sarap.wav,şarap ʃ a ɾ a p
kusayis.wav,küşayiş c y ʃ aː j i ʃ
varak.wav,varak v a ɾ a k
yer.wav,yer j ɛ ɾ
fahur.wav,fahur f a h uː ɾ
murebbiye.wav,mürebbiye m y ɾ e b b i j e
muharrir.wav,muharrir m u h a ɾ ɾ i ɾ
kumkuma.wav,kumkuma k u m k u m a
ukba.wav,ukba u k b aː
hiyar.wav,hıyar h ɯ j a ɾ
esarp.wav,eşarp e ʃ a ɾ p
rahibe.wav,rahibe ɾ aː h i b e
hayalperver.wav,hayalperver h a j aː ɫ p ɛ ɾ v ɛ ɾ
mahbup.wav,mahbup m a h b uː p
gureba.wav,gureba ɡ u ɾ e b aː
ipham.wav,ipham i p h aː m
kibir.wav,kibir c i b i ɾ
vaki.wav,vaki v aː c iː
ma.wav,ma m aː
araf.wav,araf aː ɾ aː f
murakip.wav,murakıp m u ɾ aː k ɯ p
fevri.wav,fevri f e v ɾ iː
pembe.wav,pembe p ɛ m b e
esref.wav,eşref e ʃ ɾ e f
mesbu.wav,meşbu m e ʃ b uː
bombe.wav,bombe b o m b e
ve.wav,ve v e b aː
bagislamak.wav,bağışlamak b aː ʃ ɫ a m a k
hamallik.wav,hamallık h a m a ɫ ɫ ɯ k
favori.wav,favori f a v o ɾ i
farfara.wav,farfara f a ɾ f a ɾ a
suphe.wav,şüphe ʃ y p h e
borek.wav,börek b œ ɾ e k
hamis.wav,hamiş h aː m i ʃ
kavlak.wav,kavlak k a v ɫ a k
saire.wav,şaire ʃ aː i ɾ e
ira.wav,ıra ɯ ɾ a
kefe.wav,kefe c e f e
oge.wav,öge œ ɡ e
kerih.wav,kerih c e ɾ iː h
giyabi.wav,gıyabi ɡ ɯ j aː b iː
uhrevi.wav,uhrevi u h ɾ e v iː
irkilmek.wav,irkilmek i ɾ c i ɫ m e k
masrapa.wav,maşrapa m a ʃ ɾ a p a
hikemi.wav,hikemî h i c e m iː
sekerpare.wav,şekerpare ʃ e c ɛ ɾ p aː ɾ e
falaka.wav,falaka f a ɫ a k a
masallah.wav,maşallah m aː ʃ a ɫ ɫ a h
aykiri.wav,aykırı a j k ɯ ɾ ɯ
isve.wav,işve i ʃ v e
hukuki.wav,hukuki h u k uː c iː
sir.wav,şir ʃ iː ɾ
mubayaa.wav,mübayaa m y b aː j a a
berrak.wav,berrak b ɛ ɾ ɾ a k
mulk.wav,mülk m y ɫ k
hakiki.wav,hakiki h a c iː c iː
romorkor.wav,römorkör ɾ œ m o ɾ c œ ɾ
sek.wav,şek ʃ e k
ibrar.wav,ibrar i b ɾ aː ɾ
kavi.wav,kavi k a v iː
berber.wav,berber b ɛ ɾ b ɛ ɾ
memure.wav,memure m eː m u ɾ e
kilk.wav,kilk c i ɫ k
hammami.wav,hammami h a m m aː m iː
perva.wav,perva p ɛ ɾ v aː
kemre.wav,kemre c ɛ m ɾ e
keyif.wav,keyif c e j i f
mesayih.wav,meşayih m e ʃ aː j i h
bakla.wav,bakla b a k ɫ a
sikemperver.wav,şikemperver ʃ i c ɛ m p ɛ ɾ v ɛ ɾ
muvafik.wav,muvafık m u v aː f ɯ k
imbik.wav,imbik i m b i k
mir.wav,mir m iː ɾ
gusa.wav,guşa ɡ u ʃ a
gevher.wav,gevher ɡ e v h ɛ ɾ
masuk.wav,maşuk m aː ʃ u k
herif.wav,herif h e ɾ i f
haber.wav,haber h a b ɛ ɾ
saki.wav,şaki ʃ a c iː
ag.wav,ağ aː
arife.wav,arife a ɾ i f ɛ
heba.wav,heba h e b aː
hasis.wav,haşiş h a ʃ iː ʃ
filvaki.wav,filvaki f i ɫ v aː c iː
harbe.wav,harbe h a ɾ b e
kehribar.wav,kehribar c e h ɾ i b a ɾ
barbeku.wav,barbekü b a ɾ b e c y
ehram.wav,ehram e h ɾ a m
kara.wav,kara k a ɾ a
mulga.wav,mülga m y ɫ ɡ aː
kerrake.wav,kerrake c ɛ ɾ ɾ a c e
ilmi.wav,ilmî i ɫ m iː
parola.wav,parola p a ɾ o ɫ a
galos.wav,galoş ɡ a ɫ o ʃ
furumaye.wav,fürumaye f y ɾ uː m aː j e
hayy.wav,hayy h a j j
oje.wav,oje o ʒ e
gok.wav,gök ɡ œ k
omur.wav,ömür œ m y ɾ
muakkip.wav,muakkip m u a k c i p
helva.wav,helva h e ɫ v a
hoppa.wav,hoppa h o p p a
harf.wav,harf h aː ɾ f
ruya.wav,rüya ɾ y j aː
sayak.wav,şayak ʃ a j a k
vakar.wav,vakar v a k aː ɾ
bekri.wav,bekri b e k ɾ iː
ala.wav,âlâ a ɫ a
kambiyo.wav,kambiyo k a m b i j o
kabul.wav,kabul k a b uː ɫː
kamelya.wav,kamelya k a m e ɫ j a
sarki.wav,şarkı ʃ a ɾ k ɯ
gramer.wav,gramer ɡ ɯ ɾ a m ɛ ɾ
baga.wav,bağa b aː a
ibibik.wav,ibibik i b i b i k
ferahi.wav,ferahi f e ɾ aː h iː
peskes.wav,peşkeş p e ʃ c e ʃ
saryo.wav,şaryo ʃ a ɾ j o
hos.wav,hoş h o ʃ
hor.wav,hor h o ɾ
imar.wav,imar iː m aː ɾ
irk.wav,ırk ɯ ɾ k
kariyer.wav,kariyer k a ɾ i j ɛ ɾ
umum.wav,umum u m u m
mimik.wav,mimik m i m i k
muharebe.wav,muharebe m u h aː ɾ e b e
bey.wav,bey b e j
mah.wav,mah m aː h
karye.wav,karye k a ɾ j e
kesik.wav,keşik c e ʃ i k
baglama.wav,bağlama b aː ɫ a m a
firak.wav,firak f i ɾ aː k
posu.wav,poşu p o ʃ u
yigilmak.wav,yığılmak j ɯː ɫ m a k
iham.wav,iham iː h aː m
ekmek.wav,ekmek ɛ k m ɛ k
isar.wav,işar i ʃ aː ɾ
aya.wav,aya a j a
lokma.wav,lokma ɫ oː k m a
oreke.wav,öreke œ ɾ e c e
paha.wav,paha p a h a
sah.wav,şah ʃ aː h
yavuklu.wav,yavuklu j a v u k ɫ u
ilmuhaber.wav,ilmühaber i ɫ m y h a b ɛ ɾ
hariri.wav,hariri h a ɾ iː ɾ iː
sehriye.wav,şehriye ʃ e h ɾ i j e
ikrar.wav,ikrar i k ɾ aː ɾ
masrik.wav,maşrık m a ʃ ɾ ɯ k
asik.wav,âşık a ʃ ɯ k
karsi.wav,karşı k a ɾ ʃ ɯ
ekber.wav,ekber e k b ɛ ɾ
kariha.wav,kariha k a ɾ iː h a
yok.wav,yok j o k ɫ u k
kam.wav,kâm k aː m
osur.wav,öşür œ ʃ y ɾ
garibe.wav,garibe ɡ a ɾ iː b e
vefa.wav,vefa v e f aː
bagli.wav,bağlı b aː ɫ ɯ
haraso.wav,haraşo h a ɾ a ʃ o
muarefe.wav,muarefe m u aː ɾ e f e
kebir.wav,kebir c e b iː ɾ
mihrap.wav,mihrap m i h ɾ aː p
uveyik.wav,üveyik y v e j i k
memba.wav,memba m e m b aː
musavere.wav,müşavere m y ʃ aː v e ɾ e
vahiy.wav,vahiy v a h i j
gavur.wav,gâvur ɡ aː v u ɾ
