audio_path,words,phonemes,timestamps
ferik.wav,ferik,f ɛ ɾ i k,"[(0.37, 0.48), (0.48, 0.52), (0.52, 0.53), (0.53, 0.64), (0.64, 0.82)]"
mukavvi.wav,mukavvi,m u k a v v iː,"[(0.45, 0.49), (0.49, 0.57), (0.57, 0.65), (0.65, 0.87), (0.87, 0.88), (0.88, 0.89), (0.89, 1.16)]"
makar.wav,makar,m a k a ɾ,"[(0.45, 0.53), (0.53, 0.63), (0.63, 0.71), (0.71, 0.89), (0.89, 1.08)]"
balayi.wav,balayı,b a ɫ a j ɯ,"[(0.45, 0.49), (0.49, 0.63), (0.63, 0.64), (0.64, 0.72), (0.72, 0.8), (0.8, 0.89)]"
gumusi.wav,gümüşi,ɡ y m yː ʃ iː,"[(0.47, 0.54), (0.54, 0.6), (0.6, 0.8), (0.8, 0.84), (0.84, 1.0), (1.0, 1.34)]"
ilmiye.wav,ilmiye,i ɫ m i j e,"[(0.47, 0.59), (0.59, 0.6), (0.6, 0.73), (0.73, 0.78), (0.78, 0.9), (0.9, 1.15)]"
mahrek.wav,mahrek,m a h ɾ e k,"[(0.46, 0.52), (0.52, 0.71), (0.71, 0.72), (0.72, 0.73), (0.73, 0.88), (0.88, 1.08)]"
ayyuk.wav,ayyuk,a j j uː k,"[(0.7, 0.81), (0.81, 0.86), (0.86, 0.93), (0.93, 1.06), (1.06, 1.2)]"
ikame.wav,ikame,i k aː m e,"[(0.47, 0.59), (0.59, 0.68), (0.68, 0.86), (0.86, 0.93), (0.93, 1.1)]"
kibar.wav,kibar,c i b a ɾ,"[(0.44, 0.53), (0.53, 0.61), (0.61, 0.62), (0.62, 0.81), (0.81, 0.99)]"
oklava.wav,oklava,o k ɫ a v a,"[(0.43, 0.58), (0.58, 0.67), (0.67, 0.68), (0.68, 0.82), (0.82, 0.83), (0.83, 1.04)]"
musabih.wav,müşabih,m y ʃ aː b i h,"[(0.46, 0.53), (0.53, 0.61), (0.61, 0.72), (0.72, 0.96), (0.96, 0.97), (0.97, 1.09), (1.09, 1.1)]"
vakayi.wav,vakayi,v a k aː j i,"[(0.44, 0.51), (0.51, 0.63), (0.63, 0.72), (0.72, 0.9), (0.9, 1.06), (1.06, 1.16)]"
kavim.wav,kavim,k a v i m,"[(0.44, 0.52), (0.52, 0.63), (0.63, 0.64), (0.64, 0.76), (0.76, 0.91)]"
pasa.wav,paşa,p a ʃ a,"[(0.48, 0.53), (0.53, 0.61), (0.61, 0.74), (0.74, 0.96)]"
kiyam.wav,kıyam,k ɯ j aː m,"[(0.45, 0.54), (0.54, 0.58), (0.58, 0.66), (0.66, 0.85), (0.85, 1.05)]"
rebabi.wav,rebabi,ɾ e b aː b iː,"[(0.48, 0.49), (0.49, 0.72), (0.72, 0.73), (0.73, 0.98), (0.98, 0.99), (0.99, 1.24)]"
iskembe.wav,işkembe,i ʃ c ɛ m b e,"[(0.47, 0.54), (0.54, 0.66), (0.66, 0.72), (0.72, 0.85), (0.85, 0.96), (0.96, 0.97), (0.97, 1.2)]"
periferi.wav,periferi,p e ɾ i f e ɾ i,"[(0.29, 0.36), (0.36, 0.45), (0.45, 0.46), (0.46, 0.52), (0.52, 0.63), (0.63, 0.74), (0.74, 0.75), (0.75, 0.9)]"
muhakeme.wav,muhakeme,m u h aː c e m e,"[(0.3, 0.37), (0.37, 0.49), (0.49, 0.5), (0.5, 0.59), (0.59, 0.71), (0.71, 0.78), (0.78, 0.87), (0.87, 1.0)]"
agorafobi.wav,agorafobi,a ɡ o ɾ a f o b i,"[(0.48, 0.58), (0.58, 0.66), (0.66, 0.77), (0.77, 0.78), (0.78, 0.87), (0.87, 0.96), (0.96, 1.07), (1.07, 1.08), (1.08, 1.22)]"
serefiye.wav,şerefiye,ʃ e ɾ e f i j e,"[(0.34, 0.49), (0.49, 0.56), (0.56, 0.57), (0.57, 0.67), (0.67, 0.78), (0.78, 0.81), (0.81, 0.92), (0.92, 1.04)]"
hashas.wav,haşhaş,h a ʃ h a ʃ,"[(0.41, 0.51), (0.51, 0.59), (0.59, 0.69), (0.69, 0.76), (0.76, 0.86), (0.86, 1.11)]"
mekabir.wav,mekabir,m e k aː b i ɾ,"[(0.46, 0.54), (0.54, 0.65), (0.65, 0.73), (0.73, 0.96), (0.96, 0.97), (0.97, 1.1), (1.1, 1.31)]"
ufo.wav,ufo,u f o,"[(0.41, 0.55), (0.55, 0.68), (0.68, 0.87)]"
kah.wav,kâh,c aː h,"[(0.51, 0.55), (0.55, 0.73), (0.73, 0.87)]"
yaver.wav,yaver,j aː v ɛ ɾ,"[(0.48, 0.61), (0.61, 0.78), (0.78, 0.79), (0.79, 0.95), (0.95, 1.16)]"
hamam.wav,hamam,h a m a m,"[(0.38, 0.51), (0.51, 0.58), (0.58, 0.63), (0.63, 0.77), (0.77, 0.97)]"
beka.wav,beka,b e k aː,"[(0.49, 0.57), (0.57, 0.71), (0.71, 0.79), (0.79, 1.05)]"
sevk.wav,şevk,ʃ e v k,"[(0.42, 0.6), (0.6, 0.8), (0.8, 0.81), (0.81, 0.99)]"
afife.wav,afife,a f iː f e,"[(0.48, 0.59), (0.59, 0.69), (0.69, 0.8), (0.8, 0.9), (0.9, 1.07)]"
salak.wav,şalak,ʃ a ɫ a k,"[(0.36, 0.5), (0.5, 0.61), (0.61, 0.62), (0.62, 0.74), (0.74, 0.99)]"
mesru.wav,meşru,m e ʃ ɾ uː,"[(0.45, 0.51), (0.51, 0.6), (0.6, 0.76), (0.76, 0.77), (0.77, 1.04)]"
memur.wav,memur,m eː m u ɾ,"[(0.45, 0.57), (0.57, 0.75), (0.75, 0.83), (0.83, 0.98), (0.98, 1.13)]"
serif.wav,şerif,ʃ e ɾ i f,"[(0.34, 0.49), (0.49, 0.58), (0.58, 0.59), (0.59, 0.68), (0.68, 0.89)]"
evelallah.wav,evelallah,e v e ɫ a ɫ ɫ a h,"[(0.48, 0.59), (0.59, 0.6), (0.6, 0.72), (0.72, 0.8), (0.8, 0.91), (0.91, 0.92), (0.92, 0.93), (0.93, 1.06), (1.06, 1.07)]"
garami.wav,garami,ɡ a ɾ aː m iː,"[(0.47, 0.57), (0.57, 0.7), (0.7, 0.71), (0.71, 0.92), (0.92, 0.97), (0.97, 1.2)]"
gumrah.wav,gümrah,ɡ y m ɾ aː h,"[(0.45, 0.51), (0.51, 0.58), (0.58, 0.65), (0.65, 0.66), (0.66, 0.91), (0.91, 1.13)]"
yi.wav,yı,j ɯː ɫ m a k,"[(0.44, 0.59), (0.59, 0.75), (0.75, 0.76), (0.76, 0.83), (0.83, 1.0), (1.0, 1.21)]"
vakarli.wav,vakarlı,v a k a ɾ ɫ ɯ,"[(0.46, 0.51), (0.51, 0.62), (0.62, 0.71), (0.71, 0.86), (0.86, 0.87), (0.87, 0.97), (0.97, 1.11)]"
vampir.wav,vampir,v a m p i ɾ,"[(0.45, 0.5), (0.5, 0.65), (0.65, 0.72), (0.72, 0.78), (0.78, 0.87), (0.87, 1.04)]"
vuku.wav,vuku,v u k uː,"[(0.49, 0.59), (0.59, 0.72), (0.72, 0.82), (0.82, 1.08)]"
garp.wav,garp,ɡ a ɾ p,"[(0.39, 0.49), (0.49, 0.63), (0.63, 0.77), (0.77, 0.93)]"
hakli.wav,haklı,h a k ɫ ɯ,"[(0.41, 0.51), (0.51, 0.62), (0.62, 0.72), (0.72, 0.73), (0.73, 1.05)]"
bagirmak.wav,bağırmak,b aː ɾ m a k,"[(0.44, 0.5), (0.5, 0.74), (0.74, 0.75), (0.75, 0.82), (0.82, 0.96), (0.96, 1.11)]"
firari.wav,firari,f i ɾ aː ɾ iː,"[(0.39, 0.5), (0.5, 0.59), (0.59, 0.81), (0.81, 0.86), (0.86, 0.87), (0.87, 1.1)]"
kubra.wav,kübra,c y b ɾ aː,"[(0.44, 0.52), (0.52, 0.64), (0.64, 0.65), (0.65, 0.66), (0.66, 1.21)]"
harabi.wav,harabi,h a ɾ aː b iː,"[(0.37, 0.51), (0.51, 0.62), (0.62, 0.63), (0.63, 0.89), (0.89, 0.9), (0.9, 1.16)]"
hapsirik.wav,hapşırık,h a p ʃ ɯ ɾ ɯ k,"[(0.41, 0.51), (0.51, 0.6), (0.6, 0.64), (0.64, 0.77), (0.77, 0.85), (0.85, 0.86), (0.86, 0.96), (0.96, 1.11)]"
gilligisli.wav,gıllıgışlı,ɡ ɯ ɫ ɫ ɯ ɡ ɯ ʃ ɫ ɯ,"[(0.47, 0.57), (0.57, 0.76), (0.76, 0.77), (0.77, 0.78), (0.78, 0.89), (0.89, 0.94), (0.94, 1.0), (1.0, 1.16), (1.16, 1.17), (1.17, 1.32)]"
mahmur.wav,mahmur,m a h m uː ɾ,"[(0.61, 0.7), (0.7, 0.91), (0.91, 0.92), (0.92, 1.0), (1.0, 1.13), (1.13, 1.31)]"
pijama.wav,pijama,p i ʒ a m a,"[(0.28, 0.35), (0.35, 0.4), (0.4, 0.48), (0.48, 0.59), (0.59, 0.64), (0.64, 0.81)]"
musevves.wav,müşevveş,m y ʃ e v v e ʃ,"[(0.46, 0.53), (0.53, 0.58), (0.58, 0.69), (0.69, 0.88), (0.88, 0.89), (0.89, 0.9), (0.9, 1.02), (1.02, 1.27)]"
hame.wav,hame,h aː m e,"[(0.31, 0.51), (0.51, 0.69), (0.69, 0.76), (0.76, 0.9)]"
kimyager.wav,kimyager,c i m j aː ɡ ɛ ɾ,"[(0.43, 0.53), (0.53, 0.6), (0.6, 0.63), (0.63, 0.75), (0.75, 0.9), (0.9, 0.98), (0.98, 1.11), (1.11, 1.36)]"
mera.wav,mera,m e ɾ a,"[(0.53, 0.64), (0.64, 0.76), (0.76, 0.77), (0.77, 1.05)]"
fagfur.wav,fağfur,f aː f u ɾ,"[(0.21, 0.43), (0.43, 0.6), (0.6, 0.73), (0.73, 0.89), (0.89, 0.95)]"
gurme.wav,gurme,ɡ u ɾ m e,"[(0.47, 0.52), (0.52, 0.63), (0.63, 0.64), (0.64, 0.74), (0.74, 1.04)]"
ilga.wav,ilga,i ɫ ɡ aː,"[(0.47, 0.64), (0.64, 0.66), (0.66, 0.72), (0.72, 1.15)]"
hepyek.wav,hepyek,h e p j e k,"[(0.43, 0.5), (0.5, 0.62), (0.62, 0.7), (0.7, 0.79), (0.79, 0.89), (0.89, 1.07)]"
mubasir.wav,mübaşir,m y b aː ʃ i ɾ,"[(0.41, 0.45), (0.45, 0.58), (0.58, 0.59), (0.59, 0.81), (0.81, 0.96), (0.96, 1.06), (1.06, 1.28)]"
muhrik.wav,muhrik,m u h ɾ i k,"[(0.45, 0.51), (0.51, 0.65), (0.65, 0.66), (0.66, 0.67), (0.67, 0.85), (0.85, 1.06)]"
musevvik.wav,müşevvik,m y ʃ e v v i k,"[(0.46, 0.53), (0.53, 0.58), (0.58, 0.69), (0.69, 0.86), (0.86, 0.87), (0.87, 0.88), (0.88, 1.01), (1.01, 1.26)]"
seker.wav,şeker,ʃ e c ɛ ɾ,"[(0.34, 0.48), (0.48, 0.58), (0.58, 0.65), (0.65, 0.79), (0.79, 1.0)]"
bekar.wav,bekâr,b e k a ɾ,"[(0.43, 0.49), (0.49, 0.61), (0.61, 0.69), (0.69, 0.86), (0.86, 1.04)]"
prefabrik.wav,prefabrik,p i ɾ e f a b ɾ i k,"[(0.39, 0.45), (0.45, 0.48), (0.48, 0.49), (0.49, 0.59), (0.59, 0.66), (0.66, 0.82), (0.82, 0.83), (0.83, 0.84), (0.84, 0.99), (0.99, 1.17)]"
hakir.wav,hakir,h a c iː ɾ,"[(0.48, 0.61), (0.61, 0.67), (0.67, 0.8), (0.8, 0.89), (0.89, 1.11)]"
hulya.wav,hülya,h y ɫ j aː,"[(0.48, 0.49), (0.49, 0.58), (0.58, 0.68), (0.68, 0.73), (0.73, 1.04)]"
evkaf.wav,evkaf,e v k aː f,"[(0.48, 0.66), (0.66, 0.67), (0.67, 0.76), (0.76, 0.93), (0.93, 1.17)]"
rase.wav,raşe,ɾ aː ʃ e,"[(0.35, 0.36), (0.36, 0.46), (0.46, 0.59), (0.59, 0.75)]"
mukim.wav,mukim,m u c iː m,"[(0.42, 0.49), (0.49, 0.6), (0.6, 0.71), (0.71, 0.89), (0.89, 1.05)]"
seffaf.wav,şeffaf,ʃ e f f a f,"[(0.38, 0.49), (0.49, 0.56), (0.56, 0.59), (0.59, 0.73), (0.73, 0.83), (0.83, 1.03)]"
fahriye.wav,fahriye,f a h ɾ i j e,"[(0.39, 0.51), (0.51, 0.65), (0.65, 0.66), (0.66, 0.67), (0.67, 0.75), (0.75, 0.84), (0.84, 0.99)]"
mayi.wav,mayi,m aː j iː,"[(0.45, 0.55), (0.55, 0.76), (0.76, 0.99), (0.99, 1.1)]"
afise.wav,afişe,a f i ʃ e,"[(0.48, 0.59), (0.59, 0.66), (0.66, 0.72), (0.72, 0.83), (0.83, 1.01)]"
abajur.wav,abajur,a b a ʒ u ɾ,"[(0.37, 0.51), (0.51, 0.52), (0.52, 0.63), (0.63, 0.74), (0.74, 0.83), (0.83, 0.97)]"
ayar.wav,ayar,a j a ɾ,"[(0.37, 0.48), (0.48, 0.55), (0.55, 0.67), (0.67, 0.88)]"
balgam.wav,balgam,b a ɫ ɡ a m,"[(0.47, 0.48), (0.48, 0.64), (0.64, 0.65), (0.65, 0.73), (0.73, 0.86), (0.86, 0.96)]"
maruf.wav,maruf,m aː ɾ u f,"[(0.74, 0.84), (0.84, 1.07), (1.07, 1.08), (1.08, 1.17), (1.17, 1.4)]"
furu.wav,füru,f y ɾ uː,"[(0.37, 0.55), (0.55, 0.67), (0.67, 0.68), (0.68, 0.96)]"
mefahir.wav,mefahir,m e f aː h i ɾ,"[(0.46, 0.54), (0.54, 0.64), (0.64, 0.72), (0.72, 0.93), (0.93, 0.94), (0.94, 1.06), (1.06, 1.24)]"
yevm.wav,yevm,j e v m,"[(0.43, 0.58), (0.58, 0.74), (0.74, 0.75), (0.75, 0.88)]"
mavis.wav,maviş,m aː v i ʃ,"[(0.45, 0.52), (0.52, 0.72), (0.72, 0.73), (0.73, 0.83), (0.83, 1.14)]"
miyar.wav,miyar,m i j aː ɾ,"[(0.45, 0.5), (0.5, 0.59), (0.59, 0.7), (0.7, 0.88), (0.88, 1.12)]"
evrak.wav,evrak,e v ɾ a k,"[(0.44, 0.68), (0.68, 0.69), (0.69, 0.7), (0.7, 0.88), (0.88, 1.11)]"
mebrur.wav,mebrur,m ɛ b ɾ uː ɾ,"[(0.46, 0.54), (0.54, 0.67), (0.67, 0.68), (0.68, 0.69), (0.69, 0.97), (0.97, 0.98)]"
ayyar.wav,ayyar,a j j aː ɾ,"[(0.48, 0.61), (0.61, 0.67), (0.67, 0.77), (0.77, 0.95), (0.95, 1.12)]"
hay.wav,hay,hː a j,"[(0.38, 0.51), (0.51, 0.71), (0.71, 0.84)]"
ummi.wav,ümmi,y m m iː,"[(0.47, 0.56), (0.56, 0.64), (0.64, 0.73), (0.73, 0.84)]"
gegirmek.wav,geğirmek,ɡ e j i ɾ m e k,"[(0.48, 0.54), (0.54, 0.57), (0.57, 0.7), (0.7, 0.78), (0.78, 0.79), (0.79, 0.85), (0.85, 0.99), (0.99, 1.14)]"
ayyas.wav,ayyaş,a j j a ʃ,"[(0.48, 0.6), (0.6, 0.69), (0.69, 0.78), (0.78, 0.86), (0.86, 1.15)]"
ayrim.wav,ayrım,a j ɾ ɯ m,"[(0.58, 0.68), (0.68, 0.78), (0.78, 0.79), (0.79, 0.86), (0.86, 0.99)]"
mahseri.wav,mahşeri,m a h ʃ e ɾ iː,"[(0.45, 0.5), (0.5, 0.62), (0.62, 0.63), (0.63, 0.76), (0.76, 0.86), (0.86, 0.87), (0.87, 1.16)]"
mubareke.wav,mübareke,m y b aː ɾ e c e,"[(0.44, 0.48), (0.48, 0.6), (0.6, 0.61), (0.61, 0.81), (0.81, 0.82), (0.82, 0.95), (0.95, 1.04), (1.04, 1.21)]"
hasiv.wav,haşiv,h a ʃ i v,"[(0.42, 0.5), (0.5, 0.59), (0.59, 0.72), (0.72, 0.85), (0.85, 0.86)]"
kovboy.wav,kovboy,k o v b o j,"[(0.41, 0.5), (0.5, 0.72), (0.72, 0.73), (0.73, 0.74), (0.74, 0.89), (0.89, 0.95)]"
sofor.wav,şoför,ʃ o f œ ɾ,"[(0.34, 0.5), (0.5, 0.56), (0.56, 0.67), (0.67, 0.84), (0.84, 1.03)]"
perma.wav,perma,p ɛ ɾ m a,"[(0.41, 0.48), (0.48, 0.52), (0.52, 0.66), (0.66, 0.73), (0.73, 0.9)]"
merkep.wav,merkep,m ɛ ɾ c e p,"[(0.45, 0.52), (0.52, 0.64), (0.64, 0.7), (0.7, 0.76), (0.76, 0.91), (0.91, 1.04)]"
grup.wav,grup,ɡ ɾ u p,"[(0.37, 0.48), (0.48, 0.49), (0.49, 0.74), (0.74, 0.82)]"
harabe.wav,harabe,h a ɾ aː b e,"[(0.41, 0.52), (0.52, 0.8), (0.8, 0.81), (0.81, 0.88), (0.88, 0.89), (0.89, 1.07)]"
imge.wav,imge,i m ɡ e,"[(0.46, 0.59), (0.59, 0.7), (0.7, 0.77), (0.77, 1.13)]"
ikra.wav,ikra,i k ɾ aː,"[(0.47, 0.57), (0.57, 0.7), (0.7, 0.71), (0.71, 1.1)]"
kerre.wav,kerre,c e ɾ ɾ ɛ,"[(0.46, 0.58), (0.58, 0.71), (0.71, 0.76), (0.76, 0.77), (0.77, 1.13)]"
ihkakihak.wav,ihkakıhak,i h k aː k ɯ h a k,"[(0.46, 0.65), (0.65, 0.66), (0.66, 0.73), (0.73, 0.9), (0.9, 0.97), (0.97, 1.01), (1.01, 1.16), (1.16, 1.37), (1.37, 1.51)]"
yuruyus.wav,yürüyüş,j y ɾ y j y ʃ,"[(0.75, 0.9), (0.9, 0.97), (0.97, 0.98), (0.98, 1.01), (1.01, 1.17), (1.17, 1.22), (1.22, 1.5)]"
sesbes.wav,şeşbeş,ʃ e ʃ b e ʃ,"[(0.36, 0.49), (0.49, 0.58), (0.58, 0.73), (0.73, 0.74), (0.74, 0.89), (0.89, 1.18)]"
barok.wav,barok,b a ɾ o k,"[(0.46, 0.49), (0.49, 0.62), (0.62, 0.63), (0.63, 0.8), (0.8, 0.98)]"
amfora.wav,amfora,a m f o ɾ a,"[(0.48, 0.63), (0.63, 0.68), (0.68, 0.76), (0.76, 0.9), (0.9, 0.91), (0.91, 1.08)]"
bar.wav,bar,b aː ɾ,"[(0.43, 0.49), (0.49, 0.78), (0.78, 0.96)]"
mahfi.wav,mahfi,m a h f iː,"[(0.46, 0.54), (0.54, 0.71), (0.71, 0.72), (0.72, 0.8), (0.8, 1.08)]"
kirpik.wav,kirpik,c i ɾ p i k,"[(0.41, 0.52), (0.52, 0.68), (0.68, 0.69), (0.69, 0.74), (0.74, 0.84), (0.84, 1.06)]"
salvar.wav,şalvar,ʃ a ɫ v a ɾ,"[(0.34, 0.49), (0.49, 0.68), (0.68, 0.69), (0.69, 0.7), (0.7, 0.85), (0.85, 1.04)]"
bakir.wav,bakir,b aː c i ɾ,"[(0.44, 0.5), (0.5, 0.68), (0.68, 0.8), (0.8, 0.87), (0.87, 1.03)]"
hare.wav,hare,h aː ɾ e,"[(0.55, 0.64), (0.64, 0.84), (0.84, 0.85), (0.85, 1.05)]"
muvaffak.wav,muvaffak,m u v a f f a k,"[(0.45, 0.54), (0.54, 0.61), (0.61, 0.62), (0.62, 0.74), (0.74, 0.77), (0.77, 0.92), (0.92, 1.06), (1.06, 1.3)]"
kosum.wav,koşum,k o ʃ u m,"[(0.42, 0.5), (0.5, 0.59), (0.59, 0.71), (0.71, 0.79), (0.79, 1.0)]"
hami.wav,hami,h aː m iː,"[(0.4, 0.51), (0.51, 0.69), (0.69, 0.74), (0.74, 1.0)]"
bigah.wav,bigâh,b iː ɡ aː h,"[(0.45, 0.5), (0.5, 0.69), (0.69, 0.74), (0.74, 0.92), (0.92, 1.05)]"
erk.wav,erk,ɛ ɾ k,"[(0.49, 0.67), (0.67, 0.77), (0.77, 0.96)]"
amma.wav,amma,a m m aː,"[(0.48, 0.62), (0.62, 0.67), (0.67, 0.76), (0.76, 1.07)]"
eyvah.wav,eyvah,e j v aː h,"[(0.49, 0.56), (0.56, 0.68), (0.68, 0.69), (0.69, 0.93), (0.93, 1.13)]"
kislamak.wav,kışlamak,k ɯ ʃ ɫ a m a k,"[(0.46, 0.55), (0.55, 0.6), (0.6, 0.75), (0.75, 0.76), (0.76, 0.88), (0.88, 0.92), (0.92, 1.07), (1.07, 1.26)]"
perforje.wav,perforje,p ɛ ɾ f o ɾ ʒ e,"[(0.41, 0.47), (0.47, 0.58), (0.58, 0.63), (0.63, 0.71), (0.71, 0.86), (0.86, 0.87), (0.87, 0.98), (0.98, 1.16)]"
mevhum.wav,mevhum,m e v h uː m,"[(0.44, 0.5), (0.5, 0.6), (0.6, 0.61), (0.61, 0.73), (0.73, 0.86), (0.86, 0.98)]"
surup.wav,şurup,ʃ u ɾ u p,"[(0.4, 0.59), (0.59, 0.66), (0.66, 0.67), (0.67, 0.86), (0.86, 0.93)]"
asagi.wav,aşağı,a ʃ aː,"[(0.42, 0.54), (0.54, 0.67), (0.67, 0.79)]"
ibrik.wav,ibrik,i b ɾ i k,"[(0.47, 0.63), (0.63, 0.64), (0.64, 0.65), (0.65, 0.81), (0.81, 1.01)]"
fi.wav,fi,f iː,"[(0.33, 0.54), (0.54, 0.85)]"
muhakkak.wav,muhakkak,m u h a k k a k,"[(0.44, 0.5), (0.5, 0.59), (0.59, 0.6), (0.6, 0.71), (0.71, 0.79), (0.79, 0.84), (0.84, 1.01), (1.01, 1.21)]"
murekkep.wav,mürekkep,m y ɾ e k c e p,"[(0.45, 0.54), (0.54, 0.61), (0.61, 0.62), (0.62, 0.77), (0.77, 0.82), (0.82, 0.88), (0.88, 1.02), (1.02, 1.15)]"
emare.wav,emare,e m aː ɾ e,"[(0.48, 0.6), (0.6, 0.67), (0.67, 0.89), (0.89, 0.9), (0.9, 1.12)]"
sive.wav,şive,ʃ iː v e,"[(0.33, 0.49), (0.49, 0.72), (0.72, 0.73), (0.73, 0.91)]"
serik.wav,şerik,ʃ e ɾ iː k,"[(0.32, 0.49), (0.49, 0.6), (0.6, 0.61), (0.61, 0.79), (0.79, 0.97)]"
efkar.wav,efkâr,e f c aː ɾ,"[(0.2, 0.36), (0.36, 0.48), (0.48, 0.51), (0.51, 0.68), (0.68, 0.9)]"
harir.wav,harir,h a ɾ iː ɾ,"[(0.4, 0.51), (0.51, 0.61), (0.61, 0.62), (0.62, 0.83), (0.83, 1.06)]"
karekok.wav,karekök,k a ɾ e c œ k,"[(0.46, 0.55), (0.55, 0.65), (0.65, 0.66), (0.66, 0.76), (0.76, 0.84), (0.84, 0.98), (0.98, 1.13)]"
mukerrem.wav,mükerrem,m y c e ɾ ɾ ɛ m,"[(0.46, 0.49), (0.49, 0.57), (0.57, 0.65), (0.65, 0.82), (0.82, 0.85), (0.85, 0.86), (0.86, 1.02), (1.02, 1.13)]"
pey.wav,pey,p e j,"[(0.37, 0.46), (0.46, 0.51), (0.51, 0.75)]"
kavsak.wav,kavşak,k a v ʃ a k,"[(0.46, 0.54), (0.54, 0.68), (0.68, 0.69), (0.69, 0.83), (0.83, 0.99), (0.99, 1.16)]"
mahrem.wav,mahrem,m a h ɾ ɛ m,"[(0.24, 0.32), (0.32, 0.48), (0.48, 0.49), (0.49, 0.5), (0.5, 0.68), (0.68, 0.81)]"
makreme.wav,makreme,m a k ɾ e m e,"[(0.46, 0.52), (0.52, 0.64), (0.64, 0.73), (0.73, 0.74), (0.74, 0.84), (0.84, 0.89), (0.89, 1.16)]"
fem.wav,fem,f ɛ m,"[(0.34, 0.5), (0.5, 0.66), (0.66, 0.96)]"
karsilik.wav,karşılık,k a ɾ ʃ ɯ ɫ ɯ k,"[(0.52, 0.59), (0.59, 0.72), (0.72, 0.73), (0.73, 0.87), (0.87, 0.96), (0.96, 0.97), (0.97, 1.09), (1.09, 1.29)]"
hamburger.wav,hamburger,h a m b u ɾ ɡ ɛ ɾ,"[(0.4, 0.52), (0.52, 0.62), (0.62, 0.71), (0.71, 0.72), (0.72, 0.84), (0.84, 0.85), (0.85, 0.9), (0.9, 0.96), (0.96, 1.21)]"
afif.wav,afif,a f iː f,"[(0.48, 0.58), (0.58, 0.68), (0.68, 0.79), (0.79, 1.01)]"
ekru.wav,ekru,e k ɾ u,"[(0.48, 0.62), (0.62, 0.73), (0.73, 0.74), (0.74, 0.89)]"
ifrag.wav,ifrağ,i f ɾ aː,"[(0.46, 0.58), (0.58, 0.71), (0.71, 0.72), (0.72, 1.13)]"
parke.wav,parke,p a ɾ c e,"[(0.48, 0.53), (0.53, 0.66), (0.66, 0.7), (0.7, 0.83), (0.83, 1.03)]"
palamar.wav,palamar,p a ɫ a m a ɾ,"[(0.4, 0.48), (0.48, 0.56), (0.56, 0.57), (0.57, 0.68), (0.68, 0.72), (0.72, 0.88), (0.88, 1.04)]"
havyar.wav,havyar,h a v j a ɾ,"[(0.41, 0.5), (0.5, 0.65), (0.65, 0.66), (0.66, 0.79), (0.79, 0.9), (0.9, 1.07)]"
muhabere.wav,muhabere,m u h aː b e ɾ e,"[(0.53, 0.6), (0.6, 0.73), (0.73, 0.74), (0.74, 0.88), (0.88, 0.89), (0.89, 1.01), (1.01, 1.02), (1.02, 1.18)]"
geysa.wav,geyşa,ɡ e j ʃ a,"[(0.48, 0.54), (0.54, 0.58), (0.58, 0.68), (0.68, 0.84), (0.84, 1.06)]"
akim.wav,akim,a c iː m,"[(0.48, 0.57), (0.57, 0.71), (0.71, 0.82), (0.82, 0.98)]"
kahkaha.wav,kahkaha,k a h k a h a,"[(0.46, 0.55), (0.55, 0.72), (0.72, 0.73), (0.73, 0.81), (0.81, 0.92), (0.92, 0.93), (0.93, 1.26)]"
kari.wav,kari,k aː ɾ iː,"[(0.46, 0.56), (0.56, 0.8), (0.8, 0.81), (0.81, 1.07)]"
meshur.wav,meşhur,m e ʃ h uː ɾ,"[(0.46, 0.5), (0.5, 0.59), (0.59, 0.69), (0.69, 0.79), (0.79, 1.04), (1.04, 1.13)]"
kevgir.wav,kevgir,c e v ɡ i ɾ,"[(0.41, 0.53), (0.53, 0.67), (0.67, 0.68), (0.68, 0.78), (0.78, 0.89), (0.89, 1.08)]"
sube.wav,şube,ʃ uː b e,"[(0.47, 0.66), (0.66, 0.85), (0.85, 0.86), (0.86, 1.07)]"
ulvi.wav,ulvi,uː ɫ v iː,"[(0.59, 0.83), (0.83, 0.84), (0.84, 0.85), (0.85, 1.13)]"
ibham.wav,ibham,i b h aː m,"[(0.47, 0.61), (0.61, 0.62), (0.62, 0.7), (0.7, 0.88), (0.88, 1.15)]"
refah.wav,refah,ɾ e f a h,"[(0.39, 0.4), (0.4, 0.52), (0.52, 0.6), (0.6, 0.73), (0.73, 0.9)]"
ibare.wav,ibare,i b aː ɾ e,"[(0.47, 0.62), (0.62, 0.63), (0.63, 0.86), (0.86, 0.87), (0.87, 1.08)]"
esbah.wav,eşbah,e ʃ b aː h,"[(0.48, 0.58), (0.58, 0.75), (0.75, 0.76), (0.76, 1.01), (1.01, 1.2)]"
beser.wav,beşer,b e ʃ ɛ ɾ,"[(0.43, 0.49), (0.49, 0.61), (0.61, 0.72), (0.72, 0.86), (0.86, 1.08)]"
vukuf.wav,vukuf,v u k u f,"[(0.49, 0.58), (0.58, 0.71), (0.71, 0.81), (0.81, 0.91), (0.91, 1.19)]"
gam.wav,gam,ɡ a m,"[(0.24, 0.36), (0.36, 0.52), (0.52, 0.73)]"
