word_ipa,subword_ipas,audio_file,vowel_ipas,word,subword_string
suduːɾ,"su,duːɾ",sudur.wav,"u,u",sudur,"su,dur"
suinijet,"su,i,ni,jet",suiniyet.wav,"u,i,i,e",suiniyet,"su,i,ni,yet"
sukuːt,"su,kuːt",sukut.wav,"u,u",sukut,"su,kut"
ʃymuːːl,"ʃy,muːːl",sumul.wav,"y,u",şümul,"şü,mul"
ʃyjuː,"ʃy,juː",suyu.wav,"y,u",şüyu,"şü,yu"
taahhytnaːme,"ta,ah,hyt,naː,me",taahhutname.wav,"a,a,y,a,e",taahhütname,"ta,ah,hüt,na,me"
taaɫluːk,"ta,aɫ,luːk",taalluk.wav,"a,a,u",taalluk,"ta,al,luk"
taajjyn,"ta,aj,jyn",taayyun.wav,"a,a,y",taayyün,"ta,ay,yün"
taːd͡ʒiɾ,"taː,d͡ʒiɾ",tacir.wav,"a,i",tacir,"ta,cir"
taːdil,"taː,dil",tadil.wav,"a,i",tadil,"ta,dil"
taːjiːɾ,"taː,jiːɾ",tagyir.wav,"a,i",tağyir,"tağ,yir"
tahavvyl,"ta,hav,vyl",tahavvul.wav,"a,a,y",tahavvül,"ta,hav,vül"
tahciːkat,"tah,ciː,kat",tahkikat.wav,"a,i,a",tahkikat,"tah,ki,kat"
tahlije,"tah,li,je",tahliye.wav,"a,i,e",tahliye,"tah,li,ye"
tahɾip,"tah,ɾip",tahrip.wav,"a,i",tahrip,"tah,rip"
tahɾiɾ,"tah,ɾiɾ",tahrir.wav,"a,i",tahrir,"tah,rir"
tahɾiːɾɛn,"tah,ɾiː,ɾɛn",tahriren.wav,"a,i,ɛ",tahriren,"tah,ri,ren"
tahsin,"tah,sin",tahsin.wav,"a,i",tahsin,"tah,sin"
tahsis,"tah,sis",tahsis.wav,"a,i",tahsis,"tah,sis"
taht,taht,taht.wav,a,taht,taht
tahvil,"tah,vil",tahvil.wav,"a,i",tahvil,"tah,vil"
tahviːlɑːt,"tah,viː,lɑːt",tahvilat.wav,"a,i,ɑ",tahvilat,"tah,vi,lat"
takaddym,"ta,kad,dym",takaddum.wav,"a,a,y",takaddüm,"ta,kad,düm"
takas,"ta,kas",takas.wav,"a,a",takas,"ta,kas"
taksim,"tak,sim",taksim.wav,"a,i",taksim,"tak,sim"
taksiɾ,"tak,siɾ",taksir.wav,"a,i",taksir,"tak,sir"
taːɾɯk,"taː,ɾɯk",tarik.wav,"a,ɯ",tarik,"ta,rik"
tasaɾɾuf,"ta,saɾ,ɾuf",tasarruf.wav,"a,a,u",tasarruf,"ta,sar,ruf"
tashiːh,"tas,hiːh",tashih.wav,"a,i",tashih,"tas,hih"
tasnif,"tas,nif",tasnif.wav,"a,i",tasnif,"tas,nif"
tavassut,"ta,vas,sut",tavassut.wav,"a,a,u",tavassut,"ta,vas,sut"
tavazzuh,"ta,vaz,zuh",tavazzuh.wav,"a,a,u",tavazzuh,"ta,vaz,zuh"
tazmiːnaːt,"taz,miː,naːt",tazminat.wav,"a,i,a",tazminat,"taz,mi,nat"
teaːtiː,"te,aː,tiː",teati.wav,"e,a,i",teati,"te,a,ti"
tebdiːl,"teb,diːl",tebdil.wav,"e,i",tebdil,"teb,dil"
tebeɫlyː,"te,beɫ,lyː",tebellug.wav,"e,e,y",tebellüğ,"te,bel,lüğ"
tebeɫlyɾ,"te,beɫ,lyɾ",tebellur.wav,"e,e,y",tebellür,"te,bel,lür"
tebejjyn,"te,bej,jyn",tebeyyun.wav,"e,e,y",tebeyyün,"te,bey,yün"
tɛbliːɡaːt,"tɛb,liː,ɡaːt",tebligat.wav,"ɛ,i,a",tebligat,"teb,li,gat"
ted͡ʒdiːt,"ted͡ʒ,diːt",tecdit.wav,"e,i",tecdit,"tec,dit"
tedaːɾik,"te,daː,ɾik",tedarik.wav,"e,a,i",tedarik,"te,da,rik"
tedaːvyl,"te,daː,vyl",tedavul.wav,"e,a,y",tedavül,"te,da,vül"
tedɾiːd͡ʒɛn,"ted,ɾiː,d͡ʒɛn",tedricen.wav,"e,i,ɛ",tedricen,"ted,ri,cen"
teehhyɾ,"te,eh,hyɾ",teehhur.wav,"e,e,y",teehhür,"te,eh,hür"
teessys,"te,es,sys",teessus.wav,"e,e,y",teessüs,"te,es,süs"
tefeɾɾuaːt,"te,feɾ,ɾu,aːt",teferruat.wav,"e,e,u,a",teferruat,"te,fer,ru,at"
tefɾiːʃat,"tef,ɾiː,ʃat",tefrisat.wav,"e,i,a",tefrişat,"tef,ri,şat"
tecɛmmyl,"te,cɛm,myl",tekemmul.wav,"e,ɛ,y",tekemmül,"te,kem,mül"
teːlif,"teː,lif",telif.wav,"e,i",telif,"te,lif"
temɛɫlyk,"te,mɛɫ,lyk",temelluk.wav,"e,ɛ,y",temellük,"te,mel,lük"
temettyː,"te,met,tyː",temettu.wav,"e,e,y",temettü,"te,met,tü"
teːmiːnat,"teː,miː,nat",teminat.wav,"e,i,a",teminat,"te,mi,nat"
temlik,"tem,lik",temlik.wav,"e,i",temlik,"tem,lik"
tenezzyl,"te,nez,zyl",tenezzul.wav,"e,e,y",tenezzül,"te,nez,zül"
tensip,"ten,sip",tensip.wav,"e,i",tensip,"ten,sip"
teŋzil,"teŋ,zil",tenzil.wav,"e,i",tenzil,"ten,zil"
tɛɾtip,"tɛɾ,tip",tertip.wav,"ɛ,i",tertip,"ter,tip"
tesd͡ʒil,"tes,d͡ʒil",tescil.wav,"e,i",tescil,"tes,cil"
tesɛɫlym,"te,sɛɫ,lym",tesellum.wav,"e,ɛ,y",tesellüm,"te,sel,lüm"
teʃevvyʃ,"te,ʃev,vyʃ",tesevvus.wav,"e,e,y",teşevvüş,"te,şev,vüş"
tesmije,"tes,mi,je",tesmiye.wav,"e,i,e",tesmiye,"tes,mi,ye"
teʃɾik,"teʃ,ɾik",tesrik.wav,"e,i",teşrik,"teş,rik"
tesvijɛ,"tes,vi,jɛ",tesviye.wav,"e,i,ɛ",tesviye,"tes,vi,ye"
tevakkuf,"te,vak,kuf",tevakkuf.wav,"e,a,u",tevakkuf,"te,vak,kuf"
teved͡ʒd͡ʒyh,"te,ved͡ʒ,d͡ʒyh",teveccuh.wav,"e,e,y",teveccüh,"te,vec,cüh"
teveɫlyt,"te,veɫ,lyt",tevellut.wav,"e,e,y",tevellüt,"te,vel,lüt"
tevfik,"tev,fik",tevfik.wav,"e,i",tevfik,"tev,fik"
tevcif,"tev,cif",tevkif.wav,"e,i",tevkif,"tev,kif"
tevziː,"tev,ziː",tevzi.wav,"e,i",tevzi,"tev,zi"
tezjiːf,"tez,jiːf",tezyif.wav,"e,i",tezyif,"tez,yif"
tezjiːnaːt,"tez,jiː,naːt",tezyinat.wav,"e,i,a",tezyinat,"tez,yi,nat"
uhde,"uh,de",uhde.wav,"u,e",uhde,"uh,de"
uɫak,"u,ɫak",ulak.wav,"u,a",ulak,"u,lak"
usuːl,"u,suːl",usul.wav,"u,u",usul,"u,sul"
vaːbeste,"vaː,bes,te",vabeste.wav,"a,e,e",vabeste,"va,bes,te"
vakfije,"vak,fi,je",vakfiye.wav,"a,i,e",vakfiye,"vak,fi,ye"
vakɯf,"va,kɯf",vakif.wav,"a,ɯ",vakıf,"va,kıf"
vaɾaka,"va,ɾa,ka",varaka.wav,"a,a,a",varaka,"va,ra,ka"
vaɾis,"va,ɾis",varis.wav,"a,i",vâris,vâris
vasiː,"va,siː",vasi.wav,"a,i",vasi,"va,si"
vet͡ʃhile,"vet͡ʃ,hi,le",vechile.wav,"e,i,e",veçhile,"veç,hi,le"
vediaː,"ve,di,aː",vedia.wav,"e,i,a",vedia,"ve,di,a"
vecil,"ve,cil",vekil.wav,"e,i",vekil,"ve,kil"
veliː,"ve,liː",veli.wav,"e,i",veli,"ve,li"
vesaːit,"ve,sa,ːit",vesait.wav,"e,a,i",vesait,"ve,sa,it"
vesaːjet,"ve,saː,jet",vesayet.wav,"e,a,e",vesayet,"ve,sa,yet"
vikaːje,"vi,kaː,je",vikaye.wav,"i,a,e",vikaye,"vi,ka,ye"
jaband͡ʒɯ,"ja,ban,d͡ʒɯ",yabanci.wav,"a,a,ɯ",yabancı,"ya,ban,cı"
jajɫak,"jaj,ɫak",yaylak.wav,"a,a",yaylak,"yay,lak"
jed,jed,yed.wav,e,yed,yed
jediemin,"je,di,e,min",yediemin.wav,"e,i,e,i",yediemin,"ye,di,e,min"
jecuːːn,"je,cuːːn",yekun.wav,"e,u",yekûn,yekûn
zabɯtnaːme,"za,bɯt,naː,me",zabitname.wav,"a,ɯ,a,e",zabıtname,"za,bıt,na,me"
zaːhiɾ,"zaː,hiɾ",zahir.wav,"a,i",zahir,"za,hir"
zaːil,"za,ːil",zail.wav,"a,i",zail,"za,il"
zevɑl,"ze,vɑl",zeval.wav,"e,ɑ",zeval,"ze,val"
zikɾetmek,"zik,ɾet,mek",zikretmek.wav,"i,e,e",zikretmek,"zik,ret,mek"
zɯmnɯnda,"zɯm,nɯn,da",zimninda.wav,"ɯ,ɯ,a",zımnında,"zım,nın,da"
zinhaːɾ,"zin,haːɾ",zinhar.wav,"i,a",zinhar,"zin,har"
zijaː,"zi,jaː",ziya.wav,"i,a",ziya,"zi,ya"
zijaːde,"zi,jaː,de",ziyade.wav,"i,a,e",ziyade,"zi,ya,de"
